"","mata_escura_RVI","monte_pascoal_RVI","rio_doce_RVI","sooretama_RVI"
"R2",0.0205745250056025,0.0696717178974354,0.000673331484800911,0.00122905153199143
"MAPE",9.19200859524547,9.33441953358459,5.56079994090488,9.07487690504171
