"","mata_escura_EVI2","monte_pascoal_EVI2","rio_doce_EVI2","sooretama_EVI2"
"R2",0.006013239624616,0.0137243792304931,0.032726965510418,0.0103844905554685
"MAPE",41.8783998415956,46.9849570211869,65.6769352488195,40.1804828186469
