"","date","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA","EVI2_hectareID_NA","EVI2_sd_hectareID_NA"
"11",2019-02-23,-0.010802,0,NA,NA,0.511833,0,NA,NA,0.339638,0,0.466743,0,0.522164,0,0.615462,0,0.533193,0,0.561905,0,0.287581,0,0.153707,0,0.466776,0,0.370798,0,0.588249,0,NA,NA,0.519686,0,0.530174,0,0.552722,0,NA,NA,NA,NA,NA,NA,0.322562,0,0.515685,0,NA,NA,0.494701,0,0.478369,0,0.575035,0,0.576507,0,-0.018684,0,0.495057,0,0.558564,0,0.524386,0,0.685456,0,0.582304,0,0.263467,0,0.378343,0,0.556625,0,0.570807,0,NA,NA,0.538278,0,0.142668,0,0.228211,0,NA,NA,0.555242,0,0.504763,0,0.551595,0,0.242922,0,NA,NA,0.504494,0,0.543813,0,0.599306,0,NA,NA,0.548188,0,0.567569,0,0.514441,0,0.520434,0,0.552832,0,0.582601,0,0.44104,0,NA,NA,0.37383,0,0.505972,0,NA,NA,0.561113,0,0.590694,0,0.510935,0,NA,NA,0.563518,0,0.592601,0,0.461685,0,NA,NA,0.004455,0,0.598399,0,0.537123,0,0.546121,0,0.553572,0,0.526917,0,0.600782,0,0.575607,0,0.260906,0,NA,NA,NA,NA,0.565822,0,0.554698,0,0.003054,0,0.448399,0,0.428407,0,0.529749,0,0.589535,0,NA,NA,NA,NA,0.563644,0,0.534114,0,0.518693,0,0.586449,0,0.500535,0,0.520435,0,0.584305,0,0.556167,0,NA,NA,NA,NA
"12",2019-02-28,-0.016238,0,0.560012,0,0.552364,0,0.535567,0,NA,NA,NA,NA,0.491566,0,0.572892,0,NA,NA,0.587684,0,0.521973,0,0.126905,0,0.252512,0,0.48902,0,NA,NA,NA,NA,0.497406,0,0.545335,0,0.551347,0,0.36239,0,0.342636,0,NA,NA,NA,NA,0.517682,0,0.418132,0,0.47462,0,0.471665,0,0.561185,0,0.5763,0,-0.026888,0,NA,NA,0.520402,0,0.486249,0,0.637601,0,0.404944,0,NA,NA,0.367077,0,NA,NA,0.597972,0,0.165761,0,0.569526,0,0.111643,0,0.556911,0,0.547418,0,0.53576,0,0.486846,0,0.529493,0,0.245191,0,0.646032,0,0.425427,0,0.25079,0,0.51687,0,-0.03842,0,0.63869,0,0.456796,0,0.446968,0,0.418425,0,0.541192,0,0.547658,0,0.443484,0,0.513399,0,0.554938,0,0.49662,0,0.518159,0,0.536849,0,0.56451,0,0.51821,0,0.300224,0,0.360406,0,0.541187,0,0.507534,0,0.549239,0,-0.014528,0,0.547549,0,0.505395,0,0.551885,0,0.506482,0,0.507685,0,0.570479,0,0.590549,0,0.582201,0,0.542302,0,NA,NA,NA,NA,NA,NA,-0.002787,0,NA,NA,0.592441,0,0.500569,0,0.57403,0,0.561173,0,NA,NA,0.562516,0,0.459009,0,0.503208,0,0.559454,0,0.477247,0,0.521956,0,0.250772,0,0.544024,0,0.514169,0,0.40361,0
"13",2019-03-05,NA,NA,0.301675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402567,0,NA,NA,0.585965,0,NA,NA,NA,NA,0.509526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404568,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45206,0,NA,NA,NA,NA,NA,NA,NA,NA,0.260478,0,0.197248,0,NA,NA,NA,NA,NA,NA,-0.030102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508773,0,NA,NA,NA,NA,NA,NA,NA,NA,0.479863,0,NA,NA,0.540947,0,0.350186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593471,0,NA,NA,NA,NA,NA,NA,NA,NA,0.573875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555463,0,NA,NA
"14",2019-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590158,0,NA,NA,NA,NA,NA,NA,NA,NA,0.502382,0,NA,NA,NA,NA,NA,NA,NA,NA,0.510384,0,NA,NA,NA,NA,NA,NA,NA,NA,0.508271,0,NA,NA,0.453852,0,0.602142,0,NA,NA,NA,NA,NA,NA,0.575679,0,0.40074,0,NA,NA,NA,NA,0.36409,0,0.40536,0,0.531898,0,0.597254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526698,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547735,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516291,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2019-03-15,-0.003757,0,0.537249,0,0.447079,0,0.502794,0,NA,NA,0.45489,0,0.46947,0,0.56665,0,0.485393,0,NA,NA,0.493351,0,0.144536,0,NA,NA,0.478014,0,0.565387,0,0.371701,0,0.480882,0,0.502198,0,0.514816,0,NA,NA,0.453051,0,0.474618,0,0.474973,0,0.492449,0,NA,NA,0.414159,0,NA,NA,0.539946,0,0.535309,0,0.001158,0,NA,NA,0.540832,0,0.481906,0,0.617113,0,0.519949,0,NA,NA,0.363483,0,NA,NA,NA,NA,0.178975,0,NA,NA,0.128502,0,0.522945,0,0.500858,0,0.519943,0,0.472708,0,0.511952,0,0.238562,0,0.624439,0,0.482118,0,NA,NA,0.532351,0,-0.017528,0,0.604409,0,0.520171,0,NA,NA,0.465488,0,0.517887,0,0.527205,0,0.4327,0,0.521345,0,0.50764,0,0.455024,0,0.478521,0,0.50355,0,0.560059,0,NA,NA,0.313719,0,0.504125,0,0.560941,0,0.445742,0,NA,NA,0.009156,0,0.522006,0,0.496496,0,0.523346,0,0.503843,0,0.467997,0,0.554909,0,NA,NA,0.510781,0,0.526715,0,NA,NA,NA,NA,NA,NA,0.013465,0,0.413918,0,NA,NA,0.498755,0,0.554969,0,NA,NA,0.431066,0,0.5473,0,0.489363,0,0.493917,0,0.528076,0,NA,NA,0.494707,0,0.556256,0,0.525237,0,0.500911,0,NA,NA
"16",2019-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211704,0,NA,NA,0.52788,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476423,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2019-03-30,-0.009168,0,0.544154,0,0.489281,0,0.508958,0,0.539485,0,0.465797,0,0.524034,0,NA,NA,0.526997,0,NA,NA,NA,NA,0.128257,0,0.467237,0,NA,NA,0.581334,0,0.413904,0,0.513858,0,0.515881,0,0.417605,0,0.417349,0,0.345886,0,0.508947,0,0.510277,0,0.518426,0,0.46828,0,NA,NA,NA,NA,NA,NA,0.549389,0,-0.012708,0,0.462883,0,0.564852,0,0.434532,0,0.613169,0,0.527928,0,0.281379,0,NA,NA,NA,NA,0.587507,0,0.185094,0,NA,NA,0.145448,0,0.544567,0,0.535873,0,0.527121,0,0.504608,0,NA,NA,0.101714,0,0.622033,0,NA,NA,0.51886,0,0.549855,0,NA,NA,0.686064,0,NA,NA,0.491394,0,0.474332,0,0.440637,0,NA,NA,0.495862,0,0.543976,0,0.538798,0,0.516965,0,0.529151,0,0.527199,0,0.578171,0,0.547312,0,0.315979,0,0.565517,0,NA,NA,NA,NA,0.553435,0,0.000709,0,0.53223,0,0.521895,0,0.492132,0,0.529696,0,0.250237,0,NA,NA,0.523686,0,0.548001,0,0.540696,0,NA,NA,0.552007,0,NA,NA,0.010965,0,NA,NA,0.515912,0,NA,NA,0.565091,0,0.559947,0,NA,NA,0.544574,0,0.483628,0,0.511559,0,NA,NA,0.549544,0,0.538234,0,NA,NA,0.555075,0,0.512151,0,0.541402,0
"18",2019-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414253,0,NA,NA,NA,NA,0.427487,0,NA,NA,NA,NA,0.293393,0,NA,NA,NA,NA,0.285415,0,0.484971,0,NA,NA,NA,NA,NA,NA,NA,NA,0.323585,0,0.371344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26875,0,NA,NA,0.534252,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.380775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2019-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482237,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366693,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535734,0,0.283327,0,NA,NA,NA,NA,0.531171,0,NA,NA,NA,NA,NA,NA,NA,NA,0.431054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2019-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2019-04-19,0.008548,0,NA,NA,NA,NA,NA,NA,NA,NA,0.47404,0,NA,NA,NA,NA,0.504174,0,0.434402,0,NA,NA,0.125809,0,NA,NA,0.512299,0,0.549677,0,NA,NA,NA,NA,0.500273,0,0.503105,0,NA,NA,NA,NA,NA,NA,NA,NA,0.482884,0,0.447218,0,NA,NA,NA,NA,0.54342,0,0.534191,0,0.000697,0,NA,NA,0.542259,0,NA,NA,NA,NA,NA,NA,NA,NA,0.373796,0,NA,NA,NA,NA,0.19405,0,0.528911,0,0.164725,0,NA,NA,NA,NA,0.493918,0,0.473281,0,0.476173,0,NA,NA,NA,NA,NA,NA,0.50839,0,NA,NA,NA,NA,NA,NA,NA,NA,0.463853,0,NA,NA,NA,NA,NA,NA,NA,NA,0.543788,0,NA,NA,NA,NA,NA,NA,0.517571,0,0.555988,0,NA,NA,NA,NA,NA,NA,0.53431,0,0.503528,0,0.530838,0,NA,NA,NA,NA,0.517954,0,0.512913,0,NA,NA,0.466507,0,0.549159,0,0.501637,0,NA,NA,0.532219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504159,0,NA,NA,0.548724,0,NA,NA,NA,NA,0.543524,0,NA,NA,0.477224,0,NA,NA,0.543447,0,0.512718,0,0.573772,0,0.484926,0,NA,NA,NA,NA
"22",2019-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307713,0,NA,NA,0.162308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2019-04-29,-0.006587,0,0.437668,0,NA,NA,0.321863,0,0.434478,0,0.447889,0,0.389205,0,0.610324,0,0.502009,0,0.417778,0,0.472397,0,0.1114,0,0.429285,0,0.465931,0,0.516229,0,0.199022,0,0.447087,0,0.45868,0,0.469652,0,0.393774,0,0.482073,0,0.429566,0,0.226594,0,0.469748,0,0.464012,0,0.430032,0,0.440878,0,0.528728,0,0.508747,0,-0.011781,0,0.413032,0,0.520949,0,0.560439,0,0.446162,0,0.427439,0,0.31439,0,0.350685,0,0.492374,0,NA,NA,0.205725,0,0.313952,0,0.136539,0,0.464599,0,0.438079,0,0.465537,0,0.450022,0,0.446727,0,0.190865,0,0.558065,0,0.449847,0,NA,NA,0.482449,0,0.083161,0,0.615941,0,0.49356,0,NA,NA,0.369216,0,0.461703,0,0.502207,0,0.397389,0,0.496469,0,0.3735,0,0.423305,0,0.240533,0,0.367912,0,NA,NA,0.455592,0,0.289142,0,0.502864,0,0.51769,0,0.443004,0,NA,NA,0.001416,0,0.468874,0,0.45633,0,0.474646,0,0.468023,0,0.431061,0,0.515996,0,NA,NA,0.274577,0,0.494004,0,NA,NA,NA,NA,0.524313,0,0.083262,0,NA,NA,NA,NA,0.487193,0,0.530906,0,NA,NA,NA,NA,0.523436,0,0.455496,0,0.463191,0,0.51573,0,NA,NA,0.532913,0,0.547017,0,0.437786,0,0.257828,0,0.526309,0
"24",2019-05-04,-0.022604,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152611,0,NA,NA,0.500683,0,0.568816,0,NA,NA,NA,NA,NA,NA,0.516419,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.028927,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093711,0,NA,NA,NA,NA,NA,NA,NA,NA,0.122465,0,NA,NA,NA,NA,0.481763,0,NA,NA,NA,NA,0.102831,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539893,0,NA,NA,NA,NA,0.465317,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299824,0,NA,NA,0.544945,0,NA,NA,NA,NA,-0.003022,0,NA,NA,0.511862,0,NA,NA,NA,NA,0.338767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57198,0,0.285838,0,0.323124,0,NA,NA
"25",2019-05-14,NA,NA,0.466574,0,NA,NA,0.427191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395859,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406303,0,0.397789,0,NA,NA,0.313767,0,NA,NA,0.471754,0,0.489822,0,NA,NA,NA,NA,NA,NA,NA,NA,0.427284,0,NA,NA,NA,NA,NA,NA,NA,NA,0.559318,0,NA,NA,0.449428,0,NA,NA,0.002759,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441845,0,0.353818,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198485,0,0.458949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440215,0,NA,NA,NA,NA,NA,NA,NA,NA,0.195322,0,0.015642,0,NA,NA,0.435733,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2019-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530026,0,NA,NA,NA,NA,NA,NA,NA,NA,0.455907,0,NA,NA,0.489195,0,NA,NA,NA,NA,NA,NA,0.450036,0,NA,NA,NA,NA,NA,NA,NA,NA,0.327212,0,NA,NA,0.547305,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51685,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33265,0,NA,NA,0.467011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
