"","date","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA","EVI_hectareID_NA","EVI_sd_hectareID_NA"
"11",2019-02-23,-0.012806,0,NA,NA,0.562657,0,NA,NA,0.372282,0,0.516326,0,0.576263,0,0.675895,0,0.588551,0,0.618258,0,0.442653,0,0.175248,0,0.515513,0,0.561772,0,0.649421,0,NA,NA,0.579531,0,0.588682,0,0.609593,0,NA,NA,NA,NA,NA,NA,0.547101,0,0.584673,0,NA,NA,0.543838,0,0.529371,0,0.636974,0,0.635968,0,-0.022319,0,0.547189,0,0.617649,0,0.576984,0,0.762513,0,0.645985,0,0.263759,0,0.41679,0,0.611251,0,0.628789,0,NA,NA,0.596019,0,0.157982,0,0.247018,0,NA,NA,0.612798,0,0.557281,0,0.608034,0,0.274528,0,NA,NA,0.558931,0,0.595679,0,0.659689,0,NA,NA,0.690544,0,0.624003,0,0.568926,0,0.578283,0,0.611742,0,0.641161,0,0.592992,0,NA,NA,0.444912,0,0.565631,0,NA,NA,0.624087,0,0.657095,0,0.566079,0,NA,NA,0.621266,0,0.656079,0,0.497366,0,NA,NA,0.005201,0,0.671262,0,0.588693,0,0.604072,0,0.609211,0,0.581442,0,0.660753,0,0.636967,0,0.359943,0,NA,NA,NA,NA,0.62118,0,0.610869,0,0.003471,0,0.488353,0,0.471224,0,0.581684,0,0.651127,0,NA,NA,NA,NA,0.620158,0,0.587687,0,0.575908,0,0.648442,0,0.555782,0,0.571574,0,0.643939,0,0.613891,0,NA,NA,NA,NA
"12",2019-02-28,-0.02027,0,0.613848,0,0.617149,0,0.583291,0,NA,NA,NA,NA,0.575097,0,0.633138,0,NA,NA,0.643813,0,0.580327,0,0.152606,0,0.291061,0,0.547234,0,NA,NA,NA,NA,0.549389,0,0.623299,0,0.610004,0,0.415936,0,0.389533,0,NA,NA,NA,NA,0.584669,0,0.494377,0,0.523961,0,0.553712,0,0.656444,0,0.64025,0,-0.033882,0,NA,NA,0.592992,0,0.568979,0,0.714392,0,0.466742,0,NA,NA,0.413112,0,NA,NA,0.692097,0,0.181133,0,0.664251,0,0.128218,0,0.617265,0,0.601627,0,0.603279,0,0.555025,0,0.587499,0,0.285967,0,0.719268,0,0.475786,0,0.44434,0,0.577968,0,-0.043253,0,0.718987,0,0.510549,0,0.611419,0,0.472071,0,0.605682,0,0.611794,0,0.509206,0,0.574761,0,0.607237,0,0.569151,0,0.592679,0,0.596307,0,0.634168,0,0.594454,0,0.328216,0,0.504993,0,0.600943,0,0.572213,0,0.639331,0,-0.01771,0,0.608316,0,0.5605,0,0.642172,0,0.567353,0,0.587018,0,0.632393,0,0.680053,0,0.645353,0,0.601819,0,NA,NA,NA,NA,NA,NA,-0.003251,0,NA,NA,0.659119,0,0.562174,0,0.647345,0,0.674602,0,NA,NA,0.626393,0,0.530446,0,0.575659,0,0.621528,0,0.582985,0,0.585833,0,0.335882,0,0.604032,0,0.563896,0,0.523313,0
"13",2019-03-05,NA,NA,0.338063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44747,0,NA,NA,0.672963,0,NA,NA,NA,NA,0.577307,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505676,0,NA,NA,NA,NA,NA,NA,NA,NA,0.306802,0,0.221129,0,NA,NA,NA,NA,NA,NA,-0.034893,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576301,0,NA,NA,NA,NA,NA,NA,NA,NA,0.639017,0,NA,NA,0.62982,0,0.393021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647804,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685018,0,NA,NA,NA,NA,NA,NA,NA,NA,0.650086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623795,0,NA,NA
"14",2019-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667068,0,NA,NA,NA,NA,NA,NA,NA,NA,0.681535,0,NA,NA,NA,NA,NA,NA,NA,NA,0.572298,0,NA,NA,NA,NA,NA,NA,NA,NA,0.576907,0,NA,NA,0.508368,0,0.687617,0,NA,NA,NA,NA,NA,NA,0.64931,0,0.449217,0,NA,NA,NA,NA,0.384688,0,0.464698,0,0.596306,0,0.674602,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575936,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2019-03-15,-0.004259,0,0.582439,0,0.491545,0,0.543991,0,NA,NA,0.492349,0,0.524488,0,0.619315,0,0.524383,0,NA,NA,0.544858,0,0.161881,0,NA,NA,0.521301,0,0.614732,0,0.395398,0,0.528739,0,0.549782,0,0.565247,0,NA,NA,0.488552,0,0.517754,0,0.515402,0,0.536001,0,NA,NA,0.453074,0,NA,NA,0.584629,0,0.584166,0,0.001365,0,NA,NA,0.586113,0,0.53034,0,0.672512,0,0.56868,0,NA,NA,0.392268,0,NA,NA,NA,NA,0.194796,0,NA,NA,0.139844,0,0.570358,0,0.547735,0,0.565075,0,0.517052,0,0.559191,0,0.264398,0,0.683501,0,0.535085,0,NA,NA,0.579941,0,-0.019337,0,0.663712,0,0.570113,0,NA,NA,0.507402,0,0.570047,0,0.580121,0,0.471733,0,0.568519,0,0.550053,0,0.514195,0,0.52103,0,0.547689,0,0.611724,0,NA,NA,0.33925,0,0.552635,0,0.618666,0,0.470234,0,NA,NA,0.010514,0,0.570503,0,0.538278,0,0.570514,0,0.552204,0,0.506066,0,0.605171,0,NA,NA,0.558393,0,0.576658,0,NA,NA,NA,NA,NA,NA,0.015143,0,0.456339,0,NA,NA,0.553569,0,0.602908,0,NA,NA,0.478144,0,0.598287,0,0.5445,0,0.539969,0,0.575761,0,NA,NA,0.546398,0,0.617115,0,0.570824,0,0.544209,0,NA,NA
"16",2019-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198154,0,NA,NA,0.579846,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2019-03-30,-0.010376,0,0.58481,0,0.530001,0,0.54387,0,0.589006,0,0.50898,0,0.571705,0,NA,NA,0.574865,0,NA,NA,NA,NA,0.153294,0,0.509793,0,NA,NA,0.633617,0,0.434391,0,0.554793,0,0.563825,0,0.54289,0,0.458059,0,0.369697,0,0.551626,0,0.551058,0,0.564353,0,0.535116,0,NA,NA,NA,NA,NA,NA,0.596621,0,-0.014438,0,0.507042,0,0.613037,0,0.47394,0,0.662353,0,0.570483,0,0.28714,0,NA,NA,NA,NA,0.642773,0,0.193602,0,NA,NA,0.161009,0,0.586058,0,0.579837,0,0.570148,0,0.554059,0,NA,NA,0.110969,0,0.672552,0,NA,NA,0.566795,0,0.595289,0,NA,NA,0.748138,0,NA,NA,0.540202,0,0.513131,0,0.4888,0,NA,NA,0.536211,0,0.583574,0,0.579629,0,0.565174,0,0.575047,0,0.571842,0,0.624076,0,0.597664,0,0.336352,0,0.611847,0,NA,NA,NA,NA,0.605854,0,0.000803,0,0.574173,0,0.560793,0,0.537055,0,0.572137,0,0.271444,0,NA,NA,0.573547,0,0.597712,0,0.58557,0,NA,NA,0.599287,0,NA,NA,0.012064,0,NA,NA,0.561591,0,NA,NA,0.615649,0,0.607708,0,NA,NA,0.592622,0,0.522203,0,0.55926,0,NA,NA,0.603576,0,0.583207,0,NA,NA,0.599149,0,0.552636,0,0.585559,0
"18",2019-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717965,0,NA,NA,NA,NA,0.596246,0,NA,NA,NA,NA,0.415086,0,NA,NA,NA,NA,0.408006,0,0.654251,0,NA,NA,NA,NA,NA,NA,NA,NA,0.571661,0,0.569691,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290757,0,NA,NA,0.652249,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673539,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2019-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.676223,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432954,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58241,0,0.572475,0,NA,NA,NA,NA,0.586488,0,NA,NA,NA,NA,NA,NA,NA,NA,0.469526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2019-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594796,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2019-04-19,0.00991,0,NA,NA,NA,NA,NA,NA,NA,NA,0.526369,0,NA,NA,NA,NA,0.554928,0,0.517528,0,NA,NA,0.145217,0,NA,NA,0.573408,0,0.612508,0,NA,NA,NA,NA,0.558677,0,0.559201,0,NA,NA,NA,NA,NA,NA,NA,NA,0.53472,0,0.6086,0,NA,NA,NA,NA,0.603151,0,0.591379,0,0.000812,0,NA,NA,0.598302,0,NA,NA,NA,NA,NA,NA,NA,NA,0.414317,0,NA,NA,NA,NA,0.212809,0,0.593394,0,0.19037,0,NA,NA,NA,NA,0.551083,0,0.5333,0,0.537755,0,NA,NA,NA,NA,NA,NA,0.568733,0,NA,NA,NA,NA,NA,NA,NA,NA,0.519595,0,NA,NA,NA,NA,NA,NA,NA,NA,0.616422,0,NA,NA,NA,NA,NA,NA,0.595789,0,0.621357,0,NA,NA,NA,NA,NA,NA,0.595276,0,0.544588,0,0.588003,0,NA,NA,NA,NA,0.5752,0,0.565909,0,NA,NA,0.516138,0,0.61591,0,0.555084,0,NA,NA,0.597771,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557596,0,NA,NA,0.60861,0,NA,NA,NA,NA,0.606169,0,NA,NA,0.54365,0,NA,NA,0.604127,0,0.56742,0,0.63997,0,0.540419,0,NA,NA,NA,NA
"22",2019-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37256,0,NA,NA,0.20145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6285,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2019-04-29,-0.007443,0,0.465178,0,NA,NA,0.367926,0,0.473023,0,0.486861,0,0.419266,0,0.663355,0,0.544315,0,0.437829,0,0.511542,0,0.123098,0,0.466796,0,0.505726,0,0.560335,0,0.231944,0,0.486068,0,0.499877,0,0.517503,0,0.423839,0,0.517317,0,0.466658,0,0.236619,0,0.50865,0,0.506596,0,0.459361,0,0.480117,0,0.573915,0,0.552357,0,-0.01323,0,0.455423,0,0.564354,0,0.612711,0,0.477324,0,0.466308,0,0.327172,0,0.381066,0,0.540246,0,NA,NA,0.233011,0,0.326406,0,0.154153,0,0.499504,0,0.470721,0,0.503607,0,0.523813,0,0.484917,0,0.209562,0,0.606177,0,0.490547,0,NA,NA,0.519004,0,0.097188,0,0.667519,0,0.535072,0,NA,NA,0.388534,0,0.510995,0,0.544684,0,0.430691,0,0.540546,0,0.471651,0,0.467512,0,0.25405,0,0.395857,0,NA,NA,0.501773,0,0.401743,0,0.544673,0,0.570146,0,0.466657,0,NA,NA,0.001578,0,0.489151,0,0.493263,0,0.512075,0,0.507714,0,0.464414,0,0.561367,0,NA,NA,0.291905,0,0.525274,0,NA,NA,NA,NA,0.567302,0,0.089816,0,NA,NA,NA,NA,0.528927,0,0.57814,0,NA,NA,NA,NA,0.571829,0,0.493908,0,0.505611,0,0.555117,0,NA,NA,0.569642,0,0.597085,0,0.474355,0,0.308943,0,0.574278,0
"24",2019-05-04,-0.028838,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19419,0,NA,NA,0.58525,0,0.690679,0,NA,NA,NA,NA,NA,NA,0.6045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03638,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112933,0,NA,NA,NA,NA,NA,NA,NA,NA,0.153403,0,NA,NA,NA,NA,0.562011,0,NA,NA,NA,NA,0.142931,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631724,0,NA,NA,NA,NA,0.548826,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346685,0,NA,NA,0.644774,0,NA,NA,NA,NA,-0.003751,0,NA,NA,0.59066,0,NA,NA,NA,NA,0.396851,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677653,0,0.334924,0,0.428035,0,NA,NA
"25",2019-05-14,NA,NA,0.551006,0,NA,NA,0.494758,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498036,0,0.467761,0,NA,NA,0.352487,0,NA,NA,0.559329,0,0.58695,0,NA,NA,NA,NA,NA,NA,NA,NA,0.504142,0,NA,NA,NA,NA,NA,NA,NA,NA,0.659763,0,NA,NA,0.51908,0,NA,NA,0.003431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516835,0,0.505225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408669,0,0.526069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518644,0,NA,NA,NA,NA,NA,NA,NA,NA,0.398364,0,0.020135,0,NA,NA,0.506321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2019-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581928,0,NA,NA,NA,NA,NA,NA,NA,NA,0.525007,0,NA,NA,0.545977,0,NA,NA,NA,NA,NA,NA,0.497666,0,NA,NA,NA,NA,NA,NA,NA,NA,0.346264,0,NA,NA,0.605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398433,0,NA,NA,0.531238,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55509,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
