"","date","EVI2_hectareID_27","EVI2_sd_hectareID_27","EVI2_hectareID_26","EVI2_sd_hectareID_26","EVI2_hectareID_17","EVI2_sd_hectareID_17","EVI2_hectareID_24","EVI2_sd_hectareID_24","EVI2_hectareID_09","EVI2_sd_hectareID_09","EVI2_hectareID_11","EVI2_sd_hectareID_11","EVI2_hectareID_31","EVI2_sd_hectareID_31","EVI2_hectareID_07","EVI2_sd_hectareID_07","EVI2_hectareID_08","EVI2_sd_hectareID_08","EVI2_hectareID_12","EVI2_sd_hectareID_12","EVI2_hectareID_24","EVI2_sd_hectareID_24","EVI2_hectareID_25","EVI2_sd_hectareID_25","EVI2_hectareID_28","EVI2_sd_hectareID_28","EVI2_hectareID_18","EVI2_sd_hectareID_18","EVI2_hectareID_03","EVI2_sd_hectareID_03","EVI2_hectareID_30","EVI2_sd_hectareID_30","EVI2_hectareID_14","EVI2_sd_hectareID_14","EVI2_hectareID_04","EVI2_sd_hectareID_04","EVI2_hectareID_06","EVI2_sd_hectareID_06","EVI2_hectareID_20","EVI2_sd_hectareID_20","EVI2_hectareID_23","EVI2_sd_hectareID_23","EVI2_hectareID_05","EVI2_sd_hectareID_05","EVI2_hectareID_16","EVI2_sd_hectareID_16","EVI2_hectareID_01","EVI2_sd_hectareID_01","EVI2_hectareID_21","EVI2_sd_hectareID_21","EVI2_hectareID_02","EVI2_sd_hectareID_02","EVI2_hectareID_15","EVI2_sd_hectareID_15","EVI2_hectareID_13","EVI2_sd_hectareID_13","EVI2_hectareID_22","EVI2_sd_hectareID_22","EVI2_hectareID_19","EVI2_sd_hectareID_19","EVI2_hectareID_10","EVI2_sd_hectareID_10","EVI2_hectareID_29","EVI2_sd_hectareID_29"
"50",2019-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2020-01-01,0.566312,0,NA,NA,NA,NA,NA,NA,0.464306,0,0.546314,0,0.579167,0,0.65295,0,0.376061,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578751,0,NA,NA,NA,NA,0.661404,0,0.461454,0,NA,NA,NA,NA,NA,NA,0.595894,0,NA,NA,NA,NA,NA,NA,0.535084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2020-01-06,0.551418,0,0.486234,0,0.571744,0,NA,NA,NA,NA,NA,NA,NA,NA,0.682443,0,NA,NA,NA,NA,0.399159,0,0.327827,0,0.417465,0,0.469643,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374684,0,NA,NA,NA,NA
"53",2020-01-11,0.56914,0,0.525191,0,0.560711,0,0.223565,0,0.605514,0,0.550329,0,NA,NA,0.65221,0,NA,NA,NA,NA,0.538602,0,0.57015,0,NA,NA,0.55485,0,0.515458,0,0.586837,0,NA,NA,0.220721,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608264,0,0.491344,0,NA,NA,NA,NA,0.571212,0,0.586327,0,0.56939,0,0.594063,0,0.55075,0
"54",2020-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2020-01-31,NA,NA,0.52406,0,NA,NA,NA,NA,NA,NA,NA,NA,0.558899,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565742,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562785,0,NA,NA,NA,NA
"56",2020-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562656,0,NA,NA,NA,NA,NA,NA,NA,NA
"57",2020-02-10,0.51527,0,0.483988,0,0.251525,0,0.400849,0,NA,NA,NA,NA,0.549031,0,NA,NA,0.564407,0,NA,NA,0.463535,0,0.39973,0,0.53707,0,0.32684,0,0.56045,0,0.544616,0,NA,NA,0.595231,0,0.55259,0,0.510665,0,NA,NA,0.512138,0,NA,NA,0.547472,0,0.537968,0,0.405063,0,NA,NA,0.509273,0,0.430334,0,0.500724,0,0.525966,0,0.512239,0
"58",2020-02-15,NA,NA,NA,NA,NA,NA,0.533511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569762,0,NA,NA,NA,NA,NA,NA
"59",2020-02-20,0.538531,0,0.49699,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608372,0,0.562612,0,NA,NA,NA,NA,0.55515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609374,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530803,0,NA,NA
"60",2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,0.606647,0,NA,NA,0.579141,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572721,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2020-04-20,NA,NA,NA,NA,NA,NA,NA,NA,0.563594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374167,0,NA,NA,0.622311,0,NA,NA,NA,NA,NA,NA,0.569411,0,NA,NA,NA,NA,NA,NA,0.531833,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2020-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2020-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50383,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486706,0,0.405276,0,NA,NA,NA,NA,NA,NA,0.586705,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2020-05-10,NA,NA,NA,NA,0.548207,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2020-05-15,0.404913,0,0.485985,0,0.493884,0,0.505437,0,0.510228,0,0.458004,0,0.509009,0,0.562871,0,0.532933,0,0.471191,0,0.473878,0,0.514195,0,0.4858,0,0.454579,0,0.543163,0,0.462083,0,0.501372,0,0.564124,0,0.509863,0,0.1193,0,0.466418,0,0.52825,0,0.505499,0,0.533053,0,0.518483,0,0.509402,0,0.489172,0,0.479926,0,0.35764,0,0.510459,0,0.462533,0,0.498108,0
"66",2020-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343087,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355879,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2020-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2020-06-09,0.524429,0,0.500046,0,NA,NA,0.523815,0,NA,NA,NA,NA,0.521013,0,0.560221,0,0.554539,0,0.493907,0,0.357025,0,0.516604,0,0.417786,0,0.481782,0,NA,NA,0.504174,0,0.526688,0,NA,NA,0.455821,0,0.486981,0,0.462285,0,NA,NA,NA,NA,0.566664,0,0.506355,0,NA,NA,NA,NA,0.486326,0,NA,NA,NA,NA,0.469425,0,0.49949,0
"69",2020-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513817,0,0.499153,0,NA,NA,0.463762,0,0.588699,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518174,0,NA,NA,NA,NA,NA,NA,NA,NA
"70",2020-06-24,0.503663,0,0.46552,0,0.49145,0,0.499575,0,0.51675,0,0.459515,0,0.518745,0,0.56632,0,0.532869,0,0.473985,0,0.472094,0,0.495339,0,0.510218,0,0.466076,0,0.552656,0,0.50994,0,0.509837,0,0.551966,0,0.527025,0,0.489671,0,0.449155,0,0.542484,0,0.514321,0,0.537969,0,0.499808,0,0.513129,0,0.487675,0,0.481646,0,0.520482,0,0.516398,0,0.464534,0,0.480318,0
"71",2020-07-04,0.279243,0,0.394515,0,NA,NA,0.485915,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479546,0,NA,NA,NA,NA,NA,NA,0.44183,0,NA,NA,NA,NA,0.510399,0,NA,NA,0.119181,0,NA,NA,0.463047,0,NA,NA,NA,NA,NA,NA,0.512665,0,NA,NA,NA,NA,0.495813,0,0.532713,0,0.548652,0,NA,NA,NA,NA
"72",2020-07-09,0.551849,0,NA,NA,NA,NA,NA,NA,0.52341,0,0.478304,0,NA,NA,0.569754,0,0.472864,0,NA,NA,0.40182,0,NA,NA,NA,NA,NA,NA,0.327765,0,0.490107,0,NA,NA,0.55428,0,0.543732,0,NA,NA,NA,NA,0.540257,0,NA,NA,0.461218,0,NA,NA,0.29648,0,NA,NA,0.511607,0,NA,NA,0.490607,0,0.480446,0,0.31406,0
"73",2020-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566566,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54618,0,NA,NA,0.575917,0,NA,NA,0.367772,0,NA,NA,0.522402,0,0.573586,0,NA,NA,0.216963,0,NA,NA,NA,NA,0.532004,0,0.5478,0,NA,NA,NA,NA
"74",2020-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539306,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556887,0,NA,NA,NA,NA
"75",2020-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2020-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400937,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2020-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2020-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505638,0,0.516324,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594579,0,NA,NA,0.54428,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431358,0,NA,NA,NA,NA
"79",2020-08-18,NA,NA,NA,NA,NA,NA,0.577087,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2020-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645748,0,NA,NA,NA,NA,NA,NA,0.598174,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33296,0,NA,NA
"81",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.570646,0,NA,NA,NA,NA,0.553792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562898,0
"82",2020-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533925,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569932,0,NA,NA,0.505507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2020-09-17,NA,NA,NA,NA,0.539849,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532659,0,0.541843,0,NA,NA,0.549789,0,NA,NA,NA,NA,NA,NA,NA,NA,0.585218,0,NA,NA,NA,NA,NA,NA,0.544359,0,NA,NA,0.58326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543858,0,NA,NA
"84",2020-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54437,0,NA,NA,NA,NA,NA,NA,0.61475,0,NA,NA,NA,NA,0.534634,0,NA,NA,NA,NA,NA,NA,0.575158,0,NA,NA,NA,NA,0.563751,0,NA,NA,NA,NA,0.565107,0,0.584755,0,NA,NA,NA,NA,NA,NA
"85",2020-10-02,0.568881,0,NA,NA,NA,NA,0.558249,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536199,0,0.519917,0,0.589732,0,0.593548,0,NA,NA,NA,NA,0.593416,0,NA,NA,NA,NA,NA,NA,NA,NA,0.524389,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576792,0,NA,NA,0.533098,0
"86",2020-10-07,0.482726,0,0.441004,0,0.478409,0,0.482388,0,0.510277,0,0.458032,0,0.484597,0,0.526393,0,0.487407,0,0.464201,0,0.462387,0,0.48708,0,0.48709,0,0.452747,0,0.509771,0,0.495951,0,0.483816,0,0.537212,0,0.502889,0,0.478916,0,0.45219,0,0.496312,0,0.496579,0,0.51445,0,0.483747,0,0.487251,0,0.484794,0,0.475796,0,0.508508,0,0.489374,0,0.467339,0,0.47044,0
"87",2020-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590203,0,0.278578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422639,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607932,0,NA,NA,0.640812,0,NA,NA,0.553604,0,0.337467,0,0.628279,0,0.561754,0,NA,NA,NA,NA,NA,NA,NA,NA,0.565972,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2020-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604539,0,NA,NA,NA,NA,NA,NA,0.587431,0,NA,NA,NA,NA,NA,NA,NA,NA,0.601723,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2020-12-16,0.532159,0,0.477232,0,0.553172,0,0.526305,0,NA,NA,NA,NA,0.547776,0,NA,NA,NA,NA,NA,NA,0.51554,0,0.540651,0,0.532164,0,NA,NA,NA,NA,0.549832,0,NA,NA,NA,NA,NA,NA,0.490133,0,0.43584,0,NA,NA,NA,NA,NA,NA,0.54659,0,NA,NA,NA,NA,NA,NA,NA,NA,0.48742,0,NA,NA,0.507616,0
"91",2021-01-10,NA,NA,NA,NA,NA,NA,NA,NA,0.575886,0,0.570757,0,NA,NA,0.617858,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355182,0,NA,NA,0.3966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2021-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567899,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558086,0,0.564901,0,NA,NA,NA,NA,NA,NA,0.591975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2021-01-30,NA,NA,0.457569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560492,0,NA,NA,NA,NA,0.575426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21314,0
"94",2021-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2021-02-14,NA,NA,NA,NA,NA,NA,0.543423,0,NA,NA,NA,NA,NA,NA,NA,NA,0.594807,0,0.527642,0,0.514087,0,0.545125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,0,NA,NA,0.529062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543991,0,0.537961,0,0.546185,0,NA,NA,NA,NA,NA,NA
"96",2021-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560912,0,0.567623,0,NA,NA,0.408609,0,NA,NA,NA,NA,NA,NA,0.583478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2021-03-01,NA,NA,NA,NA,0.536981,0,0.428333,0,0.585717,0,0.53238,0,NA,NA,0.548359,0,0.610205,0,0.530515,0,0.39315,0,NA,NA,NA,NA,0.476432,0,0.526977,0,NA,NA,0.548587,0,0.635174,0,0.528525,0,0.43585,0,0.385269,0,0.554179,0,0.565549,0,0.503544,0,0.517527,0,0.568143,0,0.541227,0,0.540531,0,0.464436,0,0.422378,0,0.554175,0,NA,NA
"98",2021-03-06,0.504352,0,NA,NA,0.516981,0,NA,NA,0.495629,0,0.461062,0,0.50233,0,0.543633,0,NA,NA,0.464037,0,NA,NA,0.507098,0,NA,NA,NA,NA,0.558123,0,NA,NA,0.492024,0,0.564759,0,0.546207,0,NA,NA,NA,NA,0.497756,0,NA,NA,0.526579,0,NA,NA,NA,NA,0.503446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2021-03-11,0.498271,0,0.466786,0,0.535273,0,0.508636,0,0.543036,0,0.500046,0,0.528263,0,0.570765,0,0.538204,0,0.500309,0,0.505118,0,0.529574,0,0.526024,0,0.485161,0,0.57521,0,0.532891,0,0.529234,0,0.596994,0,0.566185,0,0.512674,0,0.487298,0,0.530894,0,0.551935,0,0.549699,0,NA,NA,0.543973,0,0.518061,0,0.511876,0,0.531977,0,0.527041,0,0.509378,0,0.501269,0
"100",2021-03-16,0.540717,0,NA,NA,NA,NA,0.529114,0,NA,NA,NA,NA,0.547382,0,NA,NA,NA,NA,0.522889,0,NA,NA,NA,NA,NA,NA,NA,NA,0.617329,0,NA,NA,0.509533,0,0.591346,0,0.6,0,NA,NA,NA,NA,0.537474,0,0.390827,0,0.578512,0,NA,NA,NA,NA,0.520933,0,0.531551,0,NA,NA,NA,NA,NA,NA,NA,NA
"101",2021-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641185,0,0.589159,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551246,0,NA,NA,NA,NA
"102",2021-03-31,0.477357,0,NA,NA,0.490287,0,0.478305,0,0.483578,0,0.452381,0,0.4881,0,0.503337,0,0.484839,0,0.431528,0,0.472456,0,NA,NA,0.486945,0,0.458385,0,0.531353,0,0.500741,0,0.481915,0,0.55124,0,0.487961,0,0.474296,0,0.461904,0,0.486524,0,0.44984,0,0.50863,0,0.479192,0,0.493079,0,0.474794,0,0.479705,0,0.469405,0,0.49568,0,0.470141,0,0.467829,0
"103",2021-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530033,0,NA,NA
"104",2021-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478684,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2021-04-20,0.520426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486495,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.522013,0,NA,NA,NA,NA,0.52092,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484873,0
"106",2021-04-25,NA,NA,NA,NA,NA,NA,0.503911,0,0.44133,0,NA,NA,NA,NA,NA,NA,0.519871,0,NA,NA,0.515063,0,NA,NA,0.549359,0,0.47601,0,0.382353,0,NA,NA,NA,NA,0.559689,0,0.467134,0,NA,NA,0.495087,0,0.494651,0,0.234294,0,0.49525,0,NA,NA,0.512294,0,NA,NA,NA,NA,0.292095,0,NA,NA,NA,NA,NA,NA
"107",2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,0.384247,0,NA,NA,NA,NA,NA,NA,NA,NA,0.37766,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2021-05-20,0.418069,0,0.404563,0,0.472752,0,NA,NA,0.496466,0,0.461481,0,0.39458,0,0.519001,0,0.519491,0,0.469421,0,0.488186,0,0.472522,0,NA,NA,0.461947,0,NA,NA,0.498507,0,0.485662,0,0.556525,0,0.372629,0,0.251141,0,NA,NA,0.513215,0,0.503059,0,0.537656,0,0.278349,0,0.486849,0,0.44569,0,0.501656,0,0.514633,0,0.523569,0,0.14964,0,NA,NA
"109",2021-05-25,NA,NA,0.462395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2021-05-30,NA,NA,NA,NA,0.439801,0,0.507794,0,0.488833,0,0.452481,0,NA,NA,0.52016,0,0.471028,0,0.455977,0,0.470389,0,0.32811,0,0.360151,0,NA,NA,0.521067,0,NA,NA,0.475248,0,NA,NA,0.497779,0,NA,NA,0.452965,0,0.488204,0,0.501243,0,0.387857,0,0.500068,0,NA,NA,0.447503,0,NA,NA,NA,NA,NA,NA,0.23496,0,NA,NA
"111",2021-06-09,0.250765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511058,0,0.501101,0
