"","date","EVI2_hectareID_1","EVI2_sd_hectareID_1","EVI2_hectareID_2","EVI2_sd_hectareID_2","EVI2_hectareID_3","EVI2_sd_hectareID_3","EVI2_hectareID_4","EVI2_sd_hectareID_4","EVI2_hectareID_5","EVI2_sd_hectareID_5","EVI2_hectareID_6","EVI2_sd_hectareID_6","EVI2_hectareID_7","EVI2_sd_hectareID_7","EVI2_hectareID_8","EVI2_sd_hectareID_8","EVI2_hectareID_9","EVI2_sd_hectareID_9","EVI2_hectareID_10","EVI2_sd_hectareID_10","EVI2_hectareID_11","EVI2_sd_hectareID_11","EVI2_hectareID_12","EVI2_sd_hectareID_12","EVI2_hectareID_13","EVI2_sd_hectareID_13","EVI2_hectareID_14","EVI2_sd_hectareID_14","EVI2_hectareID_15","EVI2_sd_hectareID_15","EVI2_hectareID_16","EVI2_sd_hectareID_16","EVI2_hectareID_17","EVI2_sd_hectareID_17","EVI2_hectareID_18","EVI2_sd_hectareID_18","EVI2_hectareID_19","EVI2_sd_hectareID_19","EVI2_hectareID_20","EVI2_sd_hectareID_20","EVI2_hectareID_21","EVI2_sd_hectareID_21","EVI2_hectareID_22","EVI2_sd_hectareID_22","EVI2_hectareID_23","EVI2_sd_hectareID_23","EVI2_hectareID_24","EVI2_sd_hectareID_24","EVI2_hectareID_25","EVI2_sd_hectareID_25","EVI2_hectareID_26","EVI2_sd_hectareID_26","EVI2_hectareID_27","EVI2_sd_hectareID_27","EVI2_hectareID_28","EVI2_sd_hectareID_28","EVI2_hectareID_29","EVI2_sd_hectareID_29","EVI2_hectareID_30","EVI2_sd_hectareID_30","EVI2_hectareID_31","EVI2_sd_hectareID_31","EVI2_hectareID_32","EVI2_sd_hectareID_32","EVI2_hectareID_33","EVI2_sd_hectareID_33","EVI2_hectareID_34","EVI2_sd_hectareID_34","EVI2_hectareID_35","EVI2_sd_hectareID_35","EVI2_hectareID_36","EVI2_sd_hectareID_36","EVI2_hectareID_37","EVI2_sd_hectareID_37","EVI2_hectareID_38","EVI2_sd_hectareID_38","EVI2_hectareID_39","EVI2_sd_hectareID_39","EVI2_hectareID_40","EVI2_sd_hectareID_40","EVI2_hectareID_41","EVI2_sd_hectareID_41","EVI2_hectareID_42","EVI2_sd_hectareID_42","EVI2_hectareID_43","EVI2_sd_hectareID_43","EVI2_hectareID_44","EVI2_sd_hectareID_44","EVI2_hectareID_45","EVI2_sd_hectareID_45","EVI2_hectareID_46","EVI2_sd_hectareID_46","EVI2_hectareID_47","EVI2_sd_hectareID_47","EVI2_hectareID_48","EVI2_sd_hectareID_48","EVI2_hectareID_49","EVI2_sd_hectareID_49","EVI2_hectareID_50","EVI2_sd_hectareID_50","EVI2_hectareID_51","EVI2_sd_hectareID_51","EVI2_hectareID_52","EVI2_sd_hectareID_52","EVI2_hectareID_53","EVI2_sd_hectareID_53","EVI2_hectareID_54","EVI2_sd_hectareID_54","EVI2_hectareID_55","EVI2_sd_hectareID_55","EVI2_hectareID_56","EVI2_sd_hectareID_56","EVI2_hectareID_57","EVI2_sd_hectareID_57","EVI2_hectareID_58","EVI2_sd_hectareID_58","EVI2_hectareID_59","EVI2_sd_hectareID_59","EVI2_hectareID_60","EVI2_sd_hectareID_60","EVI2_hectareID_61","EVI2_sd_hectareID_61","EVI2_hectareID_62","EVI2_sd_hectareID_62","EVI2_hectareID_63","EVI2_sd_hectareID_63","EVI2_hectareID_64","EVI2_sd_hectareID_64","EVI2_hectareID_65","EVI2_sd_hectareID_65","EVI2_hectareID_66","EVI2_sd_hectareID_66","EVI2_hectareID_67","EVI2_sd_hectareID_67","EVI2_hectareID_68","EVI2_sd_hectareID_68","EVI2_hectareID_69","EVI2_sd_hectareID_69","EVI2_hectareID_70","EVI2_sd_hectareID_70","EVI2_hectareID_71","EVI2_sd_hectareID_71","EVI2_hectareID_72","EVI2_sd_hectareID_72","EVI2_hectareID_73","EVI2_sd_hectareID_73","EVI2_hectareID_74","EVI2_sd_hectareID_74","EVI2_hectareID_75","EVI2_sd_hectareID_75","EVI2_hectareID_76","EVI2_sd_hectareID_76","EVI2_hectareID_77","EVI2_sd_hectareID_77","EVI2_hectareID_78","EVI2_sd_hectareID_78","EVI2_hectareID_79","EVI2_sd_hectareID_79","EVI2_hectareID_80","EVI2_sd_hectareID_80","EVI2_hectareID_81","EVI2_sd_hectareID_81","EVI2_hectareID_82","EVI2_sd_hectareID_82","EVI2_hectareID_83","EVI2_sd_hectareID_83","EVI2_hectareID_84","EVI2_sd_hectareID_84","EVI2_hectareID_85","EVI2_sd_hectareID_85","EVI2_hectareID_86","EVI2_sd_hectareID_86","EVI2_hectareID_87","EVI2_sd_hectareID_87","EVI2_hectareID_88","EVI2_sd_hectareID_88","EVI2_hectareID_89","EVI2_sd_hectareID_89","EVI2_hectareID_90","EVI2_sd_hectareID_90","EVI2_hectareID_91","EVI2_sd_hectareID_91","EVI2_hectareID_92","EVI2_sd_hectareID_92","EVI2_hectareID_93","EVI2_sd_hectareID_93","EVI2_hectareID_94","EVI2_sd_hectareID_94","EVI2_hectareID_95","EVI2_sd_hectareID_95","EVI2_hectareID_96","EVI2_sd_hectareID_96","EVI2_hectareID_97","EVI2_sd_hectareID_97","EVI2_hectareID_98","EVI2_sd_hectareID_98","EVI2_hectareID_99","EVI2_sd_hectareID_99","EVI2_hectareID_100","EVI2_sd_hectareID_100","EVI2_hectareID_101","EVI2_sd_hectareID_101","EVI2_hectareID_102","EVI2_sd_hectareID_102","EVI2_hectareID_103","EVI2_sd_hectareID_103","EVI2_hectareID_104","EVI2_sd_hectareID_104","EVI2_hectareID_105","EVI2_sd_hectareID_105","EVI2_hectareID_106","EVI2_sd_hectareID_106","EVI2_hectareID_107","EVI2_sd_hectareID_107","EVI2_hectareID_108","EVI2_sd_hectareID_108","EVI2_hectareID_109","EVI2_sd_hectareID_109","EVI2_hectareID_110","EVI2_sd_hectareID_110","EVI2_hectareID_111","EVI2_sd_hectareID_111","EVI2_hectareID_112","EVI2_sd_hectareID_112","EVI2_hectareID_113","EVI2_sd_hectareID_113","EVI2_hectareID_114","EVI2_sd_hectareID_114","EVI2_hectareID_115","EVI2_sd_hectareID_115","EVI2_hectareID_116","EVI2_sd_hectareID_116","EVI2_hectareID_117","EVI2_sd_hectareID_117","EVI2_hectareID_118","EVI2_sd_hectareID_118","EVI2_hectareID_119","EVI2_sd_hectareID_119","EVI2_hectareID_120","EVI2_sd_hectareID_120","EVI2_hectareID_121","EVI2_sd_hectareID_121","EVI2_hectareID_122","EVI2_sd_hectareID_122","EVI2_hectareID_123","EVI2_sd_hectareID_123","EVI2_hectareID_124","EVI2_sd_hectareID_124","EVI2_hectareID_125","EVI2_sd_hectareID_125","EVI2_hectareID_126","EVI2_sd_hectareID_126","EVI2_hectareID_127","EVI2_sd_hectareID_127","EVI2_hectareID_128","EVI2_sd_hectareID_128","EVI2_hectareID_129","EVI2_sd_hectareID_129"
"11",2019-02-15,0.522919,0,NA,NA,NA,NA,0.621947,0,0.547855,0,NA,NA,NA,NA,NA,NA,0.540979,0,NA,NA,NA,NA,NA,NA,NA,NA,0.530414,0,NA,NA,NA,NA,0.550878,0,0.38991,0,NA,NA,0.555878,0,NA,NA,NA,NA,NA,NA,0.557122,0,NA,NA,NA,NA,NA,NA,0.523618,0,0.521154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545905,0,NA,NA,NA,NA,NA,NA,NA,NA,0.541856,0,NA,NA,NA,NA,NA,NA,NA,NA,0.593127,0,0.592675,0,NA,NA,0.259275,0,NA,NA,NA,NA,NA,NA,NA,NA,0.485212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508592,0,NA,NA,NA,NA,NA,NA,NA,NA,0.531328,0,0.55876,0,0.544422,0,NA,NA,NA,NA,0.610631,0,0.557306,0,NA,NA,NA,NA,NA,NA,NA,NA,0.561464,0,0.537274,0,0.54662,0,0.546196,0,NA,NA,NA,NA,NA,NA,0.541924,0,NA,NA,NA,NA,NA,NA,NA,NA,0.602598,0,NA,NA,0.52304,0,NA,NA,NA,NA,NA,NA,0.597486,0,NA,NA,0.543884,0,NA,NA,0.588647,0,0.557112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552738,0,0.549351,0,0.528656,0,NA,NA
"12",2019-02-25,0.508087,0,0.336557,0,0.497078,0,0.584669,0,0.524845,0,0.553873,0,0.59137,0,0.514764,0,0.522533,0,0.535947,0,0.531592,0,0.524794,0,0.504265,0,0.514529,0,0.493576,0,0.403052,0,0.537153,0,0.543656,0,0.527348,0,0.531005,0,0.512905,0,0.514017,0,0.521084,0,0.542095,0,0.50968,0,0.538651,0,0.517664,0,0.517493,0,0.518894,0,0.533216,0,0.532468,0,0.533075,0,0.530812,0,0.53895,0,0.529772,0,0.531529,0,0.493017,0,0.519902,0,0.562669,0,0.520096,0,0.501825,0,0.514428,0,0.565873,0,0.473897,0,0.552794,0,0.527262,0,0.547177,0,0.524068,0,0.536071,0,0.601319,0,0.504305,0,0.559596,0,0.519269,0,0.520814,0,0.528868,0,0.586674,0,0.539311,0,0.537462,0,0.585416,0,0.571859,0,0.513368,0,0.608883,0,0.545666,0,0.544221,0,0.527856,0,0.528691,0,0.526232,0,0.523965,0,0.502587,0,0.55618,0,0.524708,0,0.545316,0,0.567279,0,0.514453,0,0.514565,0,0.514286,0,0.551122,0,0.521965,0,0.547486,0,0.553737,0,0.508799,0,0.562082,0,0.528238,0,0.504323,0,0.511937,0,0.535957,0,0.539632,0,0.518188,0,0.533266,0,0.507457,0,0.578328,0,0.53843,0,0.523425,0,0.532743,0,0.560366,0,0.532083,0,0.538452,0,0.518368,0,0.526606,0,0.536403,0,0.528043,0,0.542526,0,0.536579,0,0.517696,0,0.55302,0,0.52434,0,0.50588,0,0.526935,0,0.554146,0,0.523292,0,0.510814,0,0.53087,0,0.540415,0,0.520644,0,0.581103,0,0.538132,0,0.525915,0,0.566817,0,0.556458,0,0.546229,0,0.517435,0,0.505197,0,0.499602,0,0.573695,0,0.521364,0,0.519588,0,0.528553,0,0.513103,0,0.558783,0
"13",2019-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58522,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555972,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54283,0,NA,NA,NA,NA,NA,NA,0.543782,0,NA,NA,NA,NA,NA,NA,NA,NA,0.570314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2019-03-12,NA,NA,NA,NA,NA,NA,0.60839,0,NA,NA,NA,NA,0.597794,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357086,0,0.538206,0,0.477775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567286,0,NA,NA,NA,NA,0.535881,0,NA,NA,0.548496,0,0.556842,0,0.556532,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398912,0,NA,NA,NA,NA,NA,NA,0.532378,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426266,0,NA,NA,0.566838,0,NA,NA,0.237204,0,NA,NA,NA,NA,NA,NA,NA,NA,0.570174,0,NA,NA,NA,NA,0.600474,0,NA,NA,NA,NA,NA,NA,NA,NA,0.563368,0,0.609922,0,0.563401,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553928,0,0.548373,0,0.519831,0,NA,NA,NA,NA,0.542525,0,0.529941,0,0.558099,0,NA,NA,NA,NA,0.536053,0,NA,NA,0.567878,0,0.540959,0,0.577411,0,0.58311,0,NA,NA,NA,NA,0.571657,0,NA,NA,NA,NA,NA,NA,NA,NA,0.540573,0,0.524494,0,NA,NA,NA,NA,0.329912,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2019-03-17,0.498623,0,0.327107,0,0.492114,0,0.566736,0,0.52085,0,0.532707,0,0.57412,0,0.496939,0,0.523817,0,0.519017,0,0.508568,0,0.511326,0,0.493437,0,0.503592,0,0.479628,0,0.408849,0,0.521391,0,0.539482,0,0.508344,0,0.528322,0,0.498375,0,0.504017,0,0.510343,0,0.528981,0,0.501452,0,0.519697,0,0.503222,0,0.500581,0,0.506187,0,0.525621,0,0.526617,0,0.517997,0,0.520999,0,0.529476,0,0.51794,0,0.502932,0,0.493907,0,0.516828,0,0.544568,0,0.513206,0,0.480223,0,0.501589,0,0.548286,0,0.483346,0,0.541169,0,0.52775,0,0.571076,0,0.528832,0,0.524188,0,0.606982,0,0.502232,0,0.551013,0,0.505456,0,0.504115,0,0.523491,0,0.590232,0,0.544017,0,0.523051,0,0.570668,0,0.576747,0,0.489288,0,0.611582,0,0.358777,0,0.552195,0,0.507238,0,0.513255,0,0.515429,0,0.511644,0,0.491802,0,0.528126,0,0.511373,0,0.52272,0,0.566583,0,0.510998,0,0.506873,0,0.503885,0,0.545389,0,0.501935,0,0.562489,0,0.52438,0,0.494987,0,0.569332,0,0.503219,0,0.491873,0,0.496793,0,0.524004,0,0.515447,0,0.400456,0,0.505843,0,0.509765,0,0.592212,0,0.520277,0,0.50289,0,0.526591,0,0.571361,0,0.528352,0,0.512711,0,0.520512,0,NA,NA,0.525208,0,0.505589,0,0.549001,0,0.527173,0,0.512474,0,0.569183,0,0.531773,0,0.496811,0,0.507632,0,0.545912,0,0.506918,0,0.502172,0,0.527688,0,0.537059,0,0.514038,0,0.579912,0,0.505749,0,0.519217,0,0.571,0,0.565414,0,0.529428,0,0.512611,0,0.482847,0,0.492227,0,0.571311,0,0.516534,0,0.514103,0,0.533814,0,0.504852,0,0.548136,0
"16",2019-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565106,0,NA,NA,NA,NA,0.518548,0,NA,NA,NA,NA,0.439139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.542211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559859,0,NA,NA,0.577522,0,NA,NA,0.525248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582884,0,0.59367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55705,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528255,0,NA,NA,NA,NA,NA,NA,0.547163,0,0.604861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414427,0,NA,NA,NA,NA,NA,NA,0.609551,0,NA,NA,NA,NA,0.595879,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557562,0,NA,NA,NA,NA,NA,NA,NA,NA
"17",2019-04-06,0.528599,0,NA,NA,NA,NA,NA,NA,0.360563,0,NA,NA,NA,NA,NA,NA,0.547343,0,NA,NA,NA,NA,NA,NA,NA,NA,0.532135,0,0.302373,0,0.167899,0,NA,NA,NA,NA,0.550708,0,0.530273,0,0.523419,0,NA,NA,NA,NA,NA,NA,0.520556,0,NA,NA,0.428464,0,NA,NA,NA,NA,0.301517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534476,0,NA,NA,NA,NA,0.554056,0,NA,NA,0.61196,0,0.536369,0,0.546291,0,NA,NA,0.487679,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576345,0,0.551265,0,NA,NA,NA,NA,NA,NA,0.607937,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561423,0,0.529971,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607429,0,0.545807,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623563,0,0.552172,0,NA,NA,NA,NA,0.263081,0,NA,NA,0.246152,0,NA,NA,0.548912,0,0.536927,0,NA,NA,0.539852,0,NA,NA,0.565308,0,0.565891,0,NA,NA,0.532577,0,NA,NA,0.562911,0,0.574233,0,NA,NA,0.500023,0,NA,NA,0.573884,0,0.624798,0,NA,NA,NA,NA,0.518124,0,0.528022,0,0.557815,0,0.257158,0,NA,NA,0.53733,0,0.522386,0,0.56998,0
"18",2019-04-11,NA,NA,0.299737,0,NA,NA,0.452748,0,NA,NA,0.526317,0,0.540753,0,0.518271,0,NA,NA,0.503251,0,0.459078,0,NA,NA,NA,NA,NA,NA,NA,NA,0.413112,0,0.528745,0,0.488474,0,NA,NA,NA,NA,0.505413,0,NA,NA,NA,NA,NA,NA,NA,NA,0.487942,0,NA,NA,0.441948,0,0.480643,0,NA,NA,NA,NA,0.494269,0,NA,NA,NA,NA,0.473342,0,0.495456,0,NA,NA,NA,NA,0.363443,0,0.526581,0,0.408378,0,0.444257,0,0.544513,0,0.492667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509691,0,NA,NA,0.594097,0,0.53941,0,0.448275,0,NA,NA,NA,NA,0.419231,0,0.606255,0,0.509775,0,NA,NA,0.46087,0,0.556015,0,0.490195,0,NA,NA,NA,NA,0.486733,0,0.540486,0,0.48983,0,NA,NA,NA,NA,NA,NA,NA,NA,0.564511,0,0.51926,0,NA,NA,0.480226,0,0.461767,0,NA,NA,0.489562,0,NA,NA,NA,NA,0.492961,0,0.484514,0,0.465419,0,0.52193,0,NA,NA,NA,NA,0.410743,0,0.523521,0,NA,NA,NA,NA,0.434697,0,0.379051,0,NA,NA,NA,NA,0.539513,0,0.493869,0,NA,NA,NA,NA,NA,NA,0.428278,0,NA,NA,NA,NA,0.491024,0,0.512742,0,0.444387,0,NA,NA,NA,NA,0.440638,0,0.453259,0,NA,NA,NA,NA,0.405017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2019-04-21,NA,NA,NA,NA,0.460324,0,NA,NA,0.515885,0,NA,NA,NA,NA,NA,NA,NA,NA,0.487748,0,NA,NA,NA,NA,NA,NA,0.507585,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516995,0,NA,NA,NA,NA,NA,NA,0.499437,0,0.461737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515475,0,NA,NA,NA,NA,NA,NA,0.482321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472998,0,NA,NA,NA,NA,NA,NA,NA,NA,0.492173,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551788,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550843,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502477,0,NA,NA,NA,NA,NA,NA,0.475795,0,NA,NA,NA,NA,NA,NA,NA,NA,0.497218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350324,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57555,0,NA,NA,0.49098,0,NA,NA,NA,NA,NA,NA
"20",2019-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529609,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393797,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562612,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575657,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550472,0,0.547587,0,NA,NA,NA,NA,NA,NA,NA,NA,0.159209,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560711,0,0.255409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590988,0
"21",2019-05-11,NA,NA,0.331165,0,NA,NA,0.540761,0,NA,NA,NA,NA,0.576407,0,NA,NA,NA,NA,NA,NA,NA,NA,0.486287,0,NA,NA,NA,NA,NA,NA,0.427052,0,NA,NA,NA,NA,NA,NA,0.519351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534481,0,0.518377,0,NA,NA,NA,NA,0.530823,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493712,0,0.474502,0,0.533932,0,NA,NA,0.55198,0,0.517498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584017,0,0.530216,0,NA,NA,0.548343,0,0.557504,0,0.491316,0,0.585424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483053,0,0.465276,0,0.568727,0,NA,NA,NA,NA,NA,NA,0.548898,0,0.481167,0,0.540903,0,NA,NA,NA,NA,NA,NA,NA,NA,0.502716,0,0.49588,0,0.513712,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533115,0,NA,NA,NA,NA,0.486022,0,NA,NA,NA,NA,NA,NA,0.382695,0,NA,NA,0.592081,0,NA,NA,0.535056,0,0.558296,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2019-05-31,0.420575,0,NA,NA,NA,NA,NA,NA,0.483557,0,0.265498,0,NA,NA,NA,NA,0.511451,0,NA,NA,NA,NA,0.529611,0,NA,NA,0.492999,0,0.441219,0,NA,NA,NA,NA,NA,NA,0.499183,0,NA,NA,NA,NA,NA,NA,0.484587,0,NA,NA,0.478798,0,0.385651,0,0.481016,0,NA,NA,0.211272,0,NA,NA,NA,NA,NA,NA,0.548842,0,0.537443,0,NA,NA,NA,NA,0.500214,0,NA,NA,NA,NA,NA,NA,0.510623,0,0.497271,0,NA,NA,NA,NA,NA,NA,NA,NA,0.179806,0,NA,NA,0.533414,0,0.394847,0,0.51749,0,0.421116,0,NA,NA,0.536966,0,0.527538,0,0.380387,0,NA,NA,0.511644,0,NA,NA,NA,NA,NA,NA,0.211491,0,NA,NA,NA,NA,0.523425,0,0.529145,0,NA,NA,0.400682,0,0.499916,0,NA,NA,NA,NA,0.471341,0,NA,NA,0.24134,0,NA,NA,NA,NA,0.570822,0,NA,NA,0.548392,0,NA,NA,0.253485,0,0.558972,0,NA,NA,NA,NA,NA,NA,NA,NA,0.530083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594201,0,NA,NA,0.520901,0,NA,NA,0.460107,0,NA,NA,NA,NA,0.201613,0,NA,NA,NA,NA,NA,NA,NA,NA,0.486362,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498747,0,0.493253,0,0.142579,0,0.562375,0,0.395407,0,NA,NA,0.387071,0,NA,NA,0.555792,0,0.481868,0,0.504595,0,NA,NA,0.45861,0,0.553325,0
