"","date","EVI2_hectareID_1","EVI2_sd_hectareID_1","EVI2_hectareID_2","EVI2_sd_hectareID_2","EVI2_hectareID_3","EVI2_sd_hectareID_3","EVI2_hectareID_4","EVI2_sd_hectareID_4","EVI2_hectareID_5","EVI2_sd_hectareID_5","EVI2_hectareID_6","EVI2_sd_hectareID_6","EVI2_hectareID_7","EVI2_sd_hectareID_7","EVI2_hectareID_8","EVI2_sd_hectareID_8","EVI2_hectareID_9","EVI2_sd_hectareID_9","EVI2_hectareID_10","EVI2_sd_hectareID_10","EVI2_hectareID_11","EVI2_sd_hectareID_11","EVI2_hectareID_12","EVI2_sd_hectareID_12","EVI2_hectareID_13","EVI2_sd_hectareID_13","EVI2_hectareID_14","EVI2_sd_hectareID_14","EVI2_hectareID_15","EVI2_sd_hectareID_15","EVI2_hectareID_16","EVI2_sd_hectareID_16","EVI2_hectareID_17","EVI2_sd_hectareID_17","EVI2_hectareID_18","EVI2_sd_hectareID_18","EVI2_hectareID_19","EVI2_sd_hectareID_19","EVI2_hectareID_20","EVI2_sd_hectareID_20","EVI2_hectareID_21","EVI2_sd_hectareID_21","EVI2_hectareID_22","EVI2_sd_hectareID_22","EVI2_hectareID_23","EVI2_sd_hectareID_23","EVI2_hectareID_24","EVI2_sd_hectareID_24","EVI2_hectareID_25","EVI2_sd_hectareID_25","EVI2_hectareID_26","EVI2_sd_hectareID_26","EVI2_hectareID_27","EVI2_sd_hectareID_27","EVI2_hectareID_28","EVI2_sd_hectareID_28","EVI2_hectareID_29","EVI2_sd_hectareID_29","EVI2_hectareID_30","EVI2_sd_hectareID_30","EVI2_hectareID_31","EVI2_sd_hectareID_31","EVI2_hectareID_32","EVI2_sd_hectareID_32","EVI2_hectareID_33","EVI2_sd_hectareID_33","EVI2_hectareID_34","EVI2_sd_hectareID_34","EVI2_hectareID_35","EVI2_sd_hectareID_35","EVI2_hectareID_36","EVI2_sd_hectareID_36","EVI2_hectareID_37","EVI2_sd_hectareID_37","EVI2_hectareID_38","EVI2_sd_hectareID_38","EVI2_hectareID_39","EVI2_sd_hectareID_39","EVI2_hectareID_40","EVI2_sd_hectareID_40","EVI2_hectareID_41","EVI2_sd_hectareID_41","EVI2_hectareID_42","EVI2_sd_hectareID_42","EVI2_hectareID_43","EVI2_sd_hectareID_43","EVI2_hectareID_44","EVI2_sd_hectareID_44","EVI2_hectareID_45","EVI2_sd_hectareID_45","EVI2_hectareID_46","EVI2_sd_hectareID_46","EVI2_hectareID_47","EVI2_sd_hectareID_47","EVI2_hectareID_48","EVI2_sd_hectareID_48","EVI2_hectareID_49","EVI2_sd_hectareID_49","EVI2_hectareID_50","EVI2_sd_hectareID_50","EVI2_hectareID_51","EVI2_sd_hectareID_51","EVI2_hectareID_52","EVI2_sd_hectareID_52","EVI2_hectareID_53","EVI2_sd_hectareID_53","EVI2_hectareID_54","EVI2_sd_hectareID_54","EVI2_hectareID_55","EVI2_sd_hectareID_55","EVI2_hectareID_56","EVI2_sd_hectareID_56","EVI2_hectareID_57","EVI2_sd_hectareID_57","EVI2_hectareID_58","EVI2_sd_hectareID_58","EVI2_hectareID_59","EVI2_sd_hectareID_59","EVI2_hectareID_60","EVI2_sd_hectareID_60","EVI2_hectareID_61","EVI2_sd_hectareID_61","EVI2_hectareID_62","EVI2_sd_hectareID_62","EVI2_hectareID_63","EVI2_sd_hectareID_63","EVI2_hectareID_64","EVI2_sd_hectareID_64","EVI2_hectareID_65","EVI2_sd_hectareID_65","EVI2_hectareID_66","EVI2_sd_hectareID_66","EVI2_hectareID_67","EVI2_sd_hectareID_67","EVI2_hectareID_68","EVI2_sd_hectareID_68","EVI2_hectareID_69","EVI2_sd_hectareID_69","EVI2_hectareID_70","EVI2_sd_hectareID_70","EVI2_hectareID_71","EVI2_sd_hectareID_71","EVI2_hectareID_72","EVI2_sd_hectareID_72","EVI2_hectareID_73","EVI2_sd_hectareID_73","EVI2_hectareID_74","EVI2_sd_hectareID_74","EVI2_hectareID_75","EVI2_sd_hectareID_75","EVI2_hectareID_76","EVI2_sd_hectareID_76","EVI2_hectareID_77","EVI2_sd_hectareID_77","EVI2_hectareID_78","EVI2_sd_hectareID_78","EVI2_hectareID_79","EVI2_sd_hectareID_79","EVI2_hectareID_80","EVI2_sd_hectareID_80","EVI2_hectareID_81","EVI2_sd_hectareID_81","EVI2_hectareID_82","EVI2_sd_hectareID_82","EVI2_hectareID_83","EVI2_sd_hectareID_83","EVI2_hectareID_84","EVI2_sd_hectareID_84","EVI2_hectareID_85","EVI2_sd_hectareID_85","EVI2_hectareID_86","EVI2_sd_hectareID_86","EVI2_hectareID_87","EVI2_sd_hectareID_87","EVI2_hectareID_88","EVI2_sd_hectareID_88","EVI2_hectareID_89","EVI2_sd_hectareID_89","EVI2_hectareID_90","EVI2_sd_hectareID_90","EVI2_hectareID_91","EVI2_sd_hectareID_91","EVI2_hectareID_92","EVI2_sd_hectareID_92","EVI2_hectareID_93","EVI2_sd_hectareID_93","EVI2_hectareID_94","EVI2_sd_hectareID_94","EVI2_hectareID_95","EVI2_sd_hectareID_95","EVI2_hectareID_96","EVI2_sd_hectareID_96","EVI2_hectareID_97","EVI2_sd_hectareID_97","EVI2_hectareID_98","EVI2_sd_hectareID_98","EVI2_hectareID_99","EVI2_sd_hectareID_99","EVI2_hectareID_100","EVI2_sd_hectareID_100","EVI2_hectareID_101","EVI2_sd_hectareID_101","EVI2_hectareID_102","EVI2_sd_hectareID_102","EVI2_hectareID_103","EVI2_sd_hectareID_103","EVI2_hectareID_104","EVI2_sd_hectareID_104","EVI2_hectareID_105","EVI2_sd_hectareID_105","EVI2_hectareID_106","EVI2_sd_hectareID_106","EVI2_hectareID_107","EVI2_sd_hectareID_107","EVI2_hectareID_108","EVI2_sd_hectareID_108","EVI2_hectareID_109","EVI2_sd_hectareID_109","EVI2_hectareID_110","EVI2_sd_hectareID_110","EVI2_hectareID_111","EVI2_sd_hectareID_111","EVI2_hectareID_112","EVI2_sd_hectareID_112","EVI2_hectareID_113","EVI2_sd_hectareID_113","EVI2_hectareID_114","EVI2_sd_hectareID_114","EVI2_hectareID_115","EVI2_sd_hectareID_115","EVI2_hectareID_116","EVI2_sd_hectareID_116","EVI2_hectareID_117","EVI2_sd_hectareID_117","EVI2_hectareID_118","EVI2_sd_hectareID_118","EVI2_hectareID_119","EVI2_sd_hectareID_119","EVI2_hectareID_120","EVI2_sd_hectareID_120","EVI2_hectareID_121","EVI2_sd_hectareID_121","EVI2_hectareID_122","EVI2_sd_hectareID_122","EVI2_hectareID_123","EVI2_sd_hectareID_123","EVI2_hectareID_124","EVI2_sd_hectareID_124","EVI2_hectareID_125","EVI2_sd_hectareID_125","EVI2_hectareID_126","EVI2_sd_hectareID_126","EVI2_hectareID_127","EVI2_sd_hectareID_127","EVI2_hectareID_128","EVI2_sd_hectareID_128","EVI2_hectareID_129","EVI2_sd_hectareID_129"
"23",2019-06-05,0.46213,0,0.283388,0,0.457966,0,0.521945,0,0.470457,0,0.496367,0,0.530439,0,0.451998,0,0.489213,0,0.468375,0,0.467386,0,0.470972,0,0.445841,0,0.475607,0,0.43263,0,0.437301,0,0.483725,0,0.470493,0,0.475873,0,0.496164,0,0.452887,0,0.459782,0,0.471105,0,0.482975,0,0.463891,0,0.483129,0,0.456314,0,0.450485,0,0.473072,0,0.498037,0,0.481258,0,0.483793,0,0.473662,0,0.491103,0,0.484833,0,0.467036,0,0.449764,0,0.472963,0,0.495397,0,0.4834,0,0.449917,0,0.460857,0,0.491357,0,0.493296,0,0.492762,0,0.482753,0,0.529748,0,0.481478,0,0.476941,0,0.548951,0,0.461553,0,0.545059,0,0.449172,0,0.463257,0,0.488443,0,0.54841,0,0.530824,0,0.469565,0,0.540438,0,0.526124,0,0.488544,0,0.587036,0,0.489705,0,0.500505,0,0.466672,0,0.473728,0,0.47164,0,0.476795,0,0.461683,0,0.498023,0,0.464176,0,0.464476,0,0.518018,0,0.469391,0,0.499437,0,0.458893,0,0.515526,0,0.461387,0,0.49261,0,0.473876,0,0.455483,0,0.527395,0,0.454936,0,0.46676,0,0.46078,0,0.485506,0,0.477537,0,0.471395,0,0.455212,0,0.453292,0,0.554228,0,0.470776,0,0.470292,0,0.468836,0,0.533912,0,0.500889,0,0.468361,0,0.466251,0,0.470207,0,NA,NA,0.465083,0,0.492213,0,0.480817,0,0.450638,0,0.567678,0,0.474143,0,0.465377,0,0.461032,0,0.481548,0,0.463916,0,0.466085,0,0.475748,0,0.485816,0,0.488085,0,0.55431,0,0.483111,0,0.491027,0,0.533493,0,0.506924,0,0.474171,0,0.46998,0,0.449729,0,0.452812,0,0.526993,0,0.464347,0,0.47821,0,0.489474,0,0.454636,0,0.511055,0
"24",2019-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.410752,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457722,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2019-06-20,0.453819,0,0.290058,0,0.449905,0,0.518092,0,0.459694,0,0.486948,0,0.520801,0,0.441097,0,0.48097,0,0.458504,0,0.467263,0,0.459479,0,0.437887,0,0.466922,0,0.423053,0,0.422108,0,0.469913,0,0.456214,0,0.463558,0,0.483583,0,0.443933,0,0.456646,0,0.465093,0,0.471439,0,0.453987,0,0.474742,0,0.446099,0,0.43697,0,0.466646,0,0.486366,0,0.48283,0,0.474977,0,0.463026,0,0.481943,0,0.478506,0,0.459093,0,0.441314,0,0.470958,0,0.487238,0,0.47821,0,0.442977,0,0.452812,0,0.474799,0,0.485555,0,0.494385,0,0.478352,0,0.512714,0,0.472957,0,0.471278,0,0.538369,0,0.451433,0,0.489545,0,0.439577,0,0.455016,0,0.469618,0,0.537203,0,0.51104,0,0.461,0,0.519757,0,0.51047,0,0.479926,0,0.564106,0,0.478278,0,0.489891,0,0.458804,0,0.469484,0,0.464204,0,0.470765,0,0.454177,0,0.482842,0,0.459752,0,0.451549,0,0.509972,0,0.459751,0,0.493928,0,0.452124,0,0.510094,0,0.458044,0,0.478802,0,0.466756,0,0.447395,0,0.521723,0,0.444599,0,0.459711,0,0.453123,0,0.476244,0,0.472864,0,0.461828,0,0.447616,0,0.438619,0,0.534057,0,0.459228,0,0.463277,0,0.458665,0,0.524272,0,0.493872,0,0.460606,0,0.461325,0,0.464078,0,0.463163,0,0.4561,0,0.483727,0,0.472656,0,0.441252,0,0.544222,0,0.467889,0,0.453809,0,0.453664,0,0.473949,0,0.45726,0,0.459959,0,0.469696,0,0.48075,0,0.484619,0,0.535283,0,0.475294,0,0.469985,0,0.517125,0,0.500077,0,0.465435,0,0.46217,0,0.437301,0,0.446595,0,0.502166,0,0.455845,0,0.472861,0,0.480746,0,0.446574,0,0.50297,0
"26",2019-06-25,NA,NA,0.289484,0,NA,NA,NA,NA,NA,NA,NA,NA,0.615673,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186867,0,NA,NA,0.264756,0,0.186421,0,0.342961,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248001,0,NA,NA,NA,NA,0.352229,0,NA,NA,NA,NA,0.56486,0,0.305359,0,NA,NA,0.485434,0,0.483858,0,NA,NA,NA,NA,NA,NA,NA,NA,0.49676,0,0.323762,0,0.479404,0,0.494807,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445129,0,NA,NA,0.535327,0,0.542416,0,NA,NA,NA,NA,NA,NA,0.483813,0,0.586515,0,0.462116,0,NA,NA,NA,NA,0.213948,0,NA,NA,NA,NA,NA,NA,0.467717,0,0.237621,0,0.389246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262777,0,NA,NA,NA,NA,0.265904,0,NA,NA,NA,NA,NA,NA,NA,NA,0.281995,0,0.457179,0,NA,NA,NA,NA,0.246362,0,0.478139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330971,0,NA,NA,NA,NA,NA,NA,0.509167,0,NA,NA,NA,NA,0.298293,0,0.490175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507237,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2019-07-05,0.438918,0,0.298275,0,0.422697,0,0.502497,0,0.440809,0,0.46875,0,0.506053,0,0.426989,0,0.460977,0,0.443658,0,0.453097,0,0.436269,0,0.416056,0,0.452343,0,0.406868,0,0.40053,0,0.451362,0,0.445612,0,0.447836,0,0.462957,0,0.425109,0,0.447644,0,0.446964,0,0.451447,0,0.446309,0,0.457161,0,0.431711,0,0.421939,0,0.446441,0,0.485157,0,0.468407,0,0.461524,0,0.447022,0,0.46156,0,0.466672,0,0.452048,0,0.427015,0,0.459964,0,NA,NA,0.459646,0,0.425929,0,0.435498,0,0.461768,0,0.474624,0,0.483342,0,0.462303,0,0.487312,0,0.454755,0,0.448664,0,0.517432,0,0.432937,0,0.445496,0,0.423732,0,0.442553,0,0.455101,0,0.511946,0,0.492815,0,0.44143,0,0.49244,0,0.485175,0,0.47176,0,0.543853,0,0.477406,0,0.476196,0,0.440461,0,0.450518,0,0.445679,0,0.451284,0,0.439281,0,0.467854,0,0.448614,0,0.437632,0,0.489194,0,0.439522,0,0.468564,0,0.428346,0,0.483192,0,0.43799,0,0.450602,0,0.457143,0,0.436657,0,0.500275,0,0.446642,0,0.443115,0,0.431444,0,0.456495,0,0.464994,0,0.451014,0,0.436464,0,0.420153,0,0.505906,0,0.45026,0,0.458727,0,0.444248,0,0.499489,0,0.477991,0,0.443562,0,0.443832,0,0.446886,0,0.443581,0,0.425147,0,0.455906,0,0.450648,0,0.426905,0,0.508168,0,0.446538,0,0.435072,0,0.437867,0,0.463437,0,0.434568,0,0.44222,0,0.452787,0,0.461125,0,0.467736,0,0.514676,0,0.451515,0,0.452892,0,0.498604,0,0.476061,0,0.449634,0,0.4407,0,0.423732,0,0.42898,0,0.46881,0,0.439004,0,0.45387,0,0.459877,0,0.432099,0,0.480809,0
"28",2019-07-15,0.440685,0,0.312002,0,0.446389,0,0.509556,0,0.450258,0,0.477014,0,0.51478,0,0.442365,0,0.474496,0,0.458693,0,0.463935,0,0.455589,0,0.435846,0,0.456347,0,0.418468,0,0.412654,0,0.468681,0,0.460071,0,0.462256,0,0.4705,0,0.438611,0,0.452125,0,0.457295,0,0.464299,0,0.448611,0,0.470489,0,0.439908,0,0.436666,0,0.464239,0,0.483166,0,0.46677,0,0.469172,0,0.454013,0,0.470728,0,0.478215,0,0.460868,0,0.437624,0,0.468769,0,0.482305,0,0.472716,0,0.438314,0,0.452859,0,0.475156,0,0.491376,0,0.480965,0,0.465532,0,0.491646,0,0.468042,0,0.46402,0,0.535986,0,0.44436,0,0.464306,0,0.433974,0,0.454095,0,0.467192,0,0.526982,0,0.500641,0,0.45339,0,0.506399,0,0.49356,0,0.484754,0,0.550146,0,0.479553,0,0.478662,0,0.457528,0,0.465845,0,0.461741,0,0.460716,0,0.448655,0,0.479776,0,0.455596,0,0.452485,0,0.50325,0,0.44836,0,0.486104,0,0.440785,0,0.500751,0,0.453126,0,0.453432,0,0.470292,0,0.447468,0,0.512565,0,0.448893,0,0.45053,0,0.446375,0,0.469198,0,0.470423,0,0.46078,0,0.447504,0,0.432381,0,0.505906,0,0.469525,0,0.468781,0,0.45382,0,0.503252,0,0.484219,0,0.459126,0,0.448927,0,0.456264,0,0.45578,0,0.450483,0,0.469865,0,0.453008,0,0.428803,0,0.513623,0,0.457912,0,0.451493,0,0.450815,0,0.480357,0,0.449291,0,0.454318,0,0.4619,0,0.472352,0,0.47948,0,0.517248,0,0.461337,0,0.464198,0,0.499412,0,0.476958,0,0.464232,0,0.443546,0,0.430769,0,0.437552,0,0.484617,0,0.450259,0,0.461741,0,0.469197,0,0.43588,0,0.489381,0
"29",2019-07-20,NA,NA,NA,NA,0.471219,0,0.551761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417005,0,NA,NA,0.444388,0,NA,NA,0.455944,0,NA,NA,0.367599,0,NA,NA,NA,NA,NA,NA,NA,NA,0.461452,0,0.462986,0,NA,NA,NA,NA,0.51887,0,NA,NA,NA,NA,NA,NA,0.494721,0,0.312956,0,0.505725,0,NA,NA,NA,NA,0.271663,0,NA,NA,0.437592,0,0.473239,0,0.502232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497967,0,0.475967,0,0.53946,0,NA,NA,NA,NA,0.548726,0,0.392919,0,0.526316,0,NA,NA,0.520811,0,NA,NA,NA,NA,NA,NA,0.473647,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489709,0,0.478451,0,0.520658,0,NA,NA,0.478589,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468953,0,0.540994,0,NA,NA,0.388245,0,NA,NA,NA,NA,NA,NA,NA,NA,0.39948,0,0.45127,0,NA,NA,0.439163,0,NA,NA,0.555232,0,NA,NA,0.468754,0,NA,NA,0.389242,0,0.315832,0,NA,NA,NA,NA,NA,NA,NA,NA,0.480593,0,NA,NA,NA,NA,0.262303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468,0,0.48986,0,0.492893,0,NA,NA,NA,NA,NA,NA,NA,NA,0.504266,0,NA,NA,0.196672,0,NA,NA,0.460591,0,NA,NA,NA,NA,0.503903,0,NA,NA,NA,NA,NA,NA
"30",2019-07-25,NA,NA,0.263409,0,0.450251,0,NA,NA,NA,NA,0.324179,0,0.562522,0,0.463354,0,NA,NA,0.50173,0,0.451179,0,0.271903,0,NA,NA,NA,NA,0.45227,0,NA,NA,0.427247,0,0.487486,0,NA,NA,0.415632,0,0.447973,0,NA,NA,0.534891,0,0.37321,0,NA,NA,0.360569,0,0.38483,0,0.448745,0,0.404171,0,NA,NA,NA,NA,0.318195,0,0.496818,0,0.445201,0,0.341094,0,0.400705,0,NA,NA,NA,NA,NA,NA,0.492599,0,0.364284,0,0.473777,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382959,0,NA,NA,NA,NA,NA,NA,0.494309,0,0.332426,0,0.36786,0,NA,NA,NA,NA,0.479713,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485787,0,0.482073,0,0.468507,0,0.446774,0,0.468916,0,0.527979,0,NA,NA,NA,NA,NA,NA,0.464014,0,NA,NA,NA,NA,0.345204,0,0.468429,0,NA,NA,0.488746,0,0.45478,0,0.486409,0,0.367313,0,NA,NA,0.471367,0,NA,NA,0.361083,0,0.409606,0,0.350802,0,NA,NA,NA,NA,0.503361,0,0.321142,0,NA,NA,NA,NA,0.488916,0,0.435889,0,NA,NA,NA,NA,0.481036,0,0.484543,0,NA,NA,NA,NA,NA,NA,0.498133,0,NA,NA,0.413144,0,0.2799,0,NA,NA,NA,NA,0.381471,0,NA,NA,0.515371,0,0.259533,0,NA,NA,0.393685,0,0.49462,0,NA,NA,NA,NA,0.492245,0,NA,NA,NA,NA,NA,NA,0.512355,0,NA,NA,NA,NA,NA,NA,NA,NA,0.54084,0
"31",2019-07-30,NA,NA,NA,NA,NA,NA,NA,NA,0.271901,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437542,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533175,0,NA,NA,0.511666,0,0.392777,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533852,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460603,0,NA,NA,NA,NA,NA,NA,NA,NA,0.486156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446089,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512759,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368476,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2019-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449664,0,NA,NA,NA,NA,NA,NA,NA,NA,0.39206,0,NA,NA,0.466502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452983,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548559,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449942,0,NA,NA,NA,NA,0.439593,0,NA,NA,NA,NA,NA,NA,0.457654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446443,0,NA,NA,NA,NA,NA,NA,NA,NA,0.465818,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418585,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2019-08-09,0.466651,0,NA,NA,NA,NA,NA,NA,0.483913,0,NA,NA,NA,NA,NA,NA,0.495988,0,0.463477,0,NA,NA,0.458879,0,0.488759,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480245,0,0.484225,0,0.464671,0,NA,NA,NA,NA,0.483971,0,0.477015,0,NA,NA,0.462513,0,NA,NA,0.379984,0,NA,NA,NA,NA,0.529279,0,0.485314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404551,0,0.479703,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328153,0,0.484013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491939,0,NA,NA,NA,NA,NA,NA,0.528427,0,0.524554,0,0.546303,0,NA,NA,0.531212,0,NA,NA,NA,NA,NA,NA,0.473827,0,NA,NA,NA,NA,0.532293,0,NA,NA,NA,NA,NA,NA,0.469529,0,0.52764,0,NA,NA,NA,NA,0.423032,0,NA,NA,0.509334,0,NA,NA,NA,NA,NA,NA,0.475323,0,NA,NA,NA,NA,0.481654,0,NA,NA,NA,NA,NA,NA,0.49553,0,NA,NA,NA,NA,NA,NA,0.537811,0,NA,NA,NA,NA,0.475152,0,0.499785,0,0.474847,0,NA,NA,NA,NA,NA,NA,0.468342,0,NA,NA,0.483271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480149,0,0.470371,0,NA,NA,0.537748,0,0.486863,0,0.481082,0,0.14249,0,0.434713,0,0.511703,0,0.477399,0,NA,NA,0.474131,0,0.354856,0,0.470855,0,NA,NA,0.485549,0,0.462499,0,0.523142,0
"34",2019-08-19,0.417086,0,0.324506,0,0.436962,0,0.499909,0,0.440709,0,0.467262,0,0.497037,0,0.442517,0,0.459345,0,0.45854,0,0.451571,0,0.455272,0,0.434793,0,0.439077,0,0.416147,0,0.392464,0,0.462279,0,0.465494,0,0.456979,0,0.449358,0,0.441233,0,0.438795,0,0.442427,0,0.453335,0,0.43338,0,0.463662,0,0.427288,0,0.439413,0,0.46276,0,0.468181,0,0.446603,0,0.460082,0,0.441062,0,0.452851,0,0.468663,0,0.449906,0,0.437322,0,0.454657,0,0.468406,0,0.466975,0,0.435746,0,0.44919,0,0.478626,0,0.473071,0,0.466174,0,0.449134,0,0.460031,0,0.447134,0,0.462091,0,0.535682,0,0.422459,0,0.433608,0,0.433922,0,0.458678,0,0.453304,0,0.5167,0,0.475199,0,0.448063,0,0.494868,0,0.470111,0,0.47949,0,0.514273,0,0.474608,0,0.466224,0,0.452315,0,0.456547,0,0.456591,0,0.452196,0,0.446001,0,0.470705,0,0.446787,0,0.45515,0,0.493643,0,0.433626,0,0.474713,0,0.434304,0,0.492985,0,0.445142,0,0.427045,0,0.463302,0,0.443763,0,0.50305,0,0.441781,0,0.430237,0,0.444111,0,0.4575,0,0.454711,0,0.447965,0,0.446388,0,0.425328,0,0.465199,0,0.453325,0,0.461796,0,0.447114,0,0.478168,0,0.465777,0,0.445738,0,0.44301,0,0.439765,0,0.449386,0,0.441163,0,0.45587,0,0.426688,0,0.406618,0,0.473244,0,0.449054,0,0.446233,0,0.448438,0,0.478669,0,0.442477,0,0.449252,0,0.455961,0,0.464173,0,0.469771,0,0.476624,0,0.445011,0,0.449274,0,0.461467,0,0.446637,0,0.4607,0,0.41915,0,0.432193,0,0.42177,0,0.471538,0,0.433884,0,0.443054,0,0.447995,0,0.417565,0,0.464803,0
