,[x]
"2,002","1,340.388"
"2,003","1,023.198"
"2,004","1,705.822"
"2,005","1,715.632"
"2,006","1,522.594"
"2,007",919.061
"2,008","1,284.442"
"2,009","1,228.19"
"2,010","1,160.389"
"2,011","1,228.613"
"2,012","1,102.819"
"2,013","1,448.871"
"2,014",969.507
"2,015",666.307
"2,016",875.946
"2,017","1,112.72"
"2,018","1,624.846"
"2,019","1,152.737"
"2,020","1,227.265"
"2,021",571.628
