,[x]
"2,002",136.28
"2,003",140.086
"2,004",142.757
"2,005",122.631
"2,006",116.824
"2,007",100.513
"2,008",121.047
"2,009",116.546
"2,010",131.432
"2,011",138.222
"2,012",110.121
"2,013",154.773
"2,014",63.818
"2,015",64.815
"2,016",110.688
"2,017",89.033
"2,018",96.376
"2,019",81.989
"2,020",124.975
"2,021",105.072
