,[x]
"2,002",56.928
"2,003",77.765
"2,004",95.861
"2,005",87.321
"2,006",125.293
"2,007",65.283
"2,008",105.913
"2,009",87.948
"2,010",91.173
"2,011",85.798
"2,012",102.175
"2,013",138.574
"2,014",53.167
"2,015",40.875
"2,016",82.74
"2,017",71.467
"2,018",88.341
"2,019",78.408
"2,020",86.562
"2,021",68.837
