,[x]
"2,002","1,633.229"
"2,003","1,238.463"
"2,004","1,767.4"
"2,005","1,658.595"
"2,006","1,303.465"
"2,007","1,147.455"
"2,008","1,469.857"
"2,009","1,583.561"
"2,010","1,358.645"
"2,011","1,558.267"
"2,012","1,100.321"
"2,013","1,598.974"
"2,014",825.336
"2,015",931.441
"2,016","1,208.762"
"2,017","1,037.888"
"2,018","1,409.494"
"2,019","1,021.12"
"2,020","1,648.943"
"2,021",628.708
