"","mata_escura_EVI","mata_escura_EVI2","mata_escura_NDVI","monte_pascoal_EVI","monte_pascoal_EVI2","monte_pascoal_NDVI","rio_doce_EVI","rio_doce_EVI2","rio_doce_NDVI","sooretama_EVI","sooretama_EVI2","sooretama_NDVI"
"R2",0.238140134277861,0.258470437203558,0.297308297329067,0.237918270886796,0.19447071464065,0.0601353175529268,0.608506096716507,0.621919057267727,0.139789847360519,0.610221002285689,0.620450988930326,0.38388688032005
"MAPE",10.8238286637308,9.16668962386359,5.26109321531947,7.15701813802859,5.92857646228997,3.24634948892756,8.48232107732383,8.70207768639343,8.31275592243391,7.20602362562864,6.30205583557226,4.25636633340053
