"","mata_escura_s2_1ha_EVI","mata_escura_s2_1ha_EVI2","mata_escura_s2_1ha_NDVI","monte_pascoal_s2_1ha_EVI","monte_pascoal_s2_1ha_EVI2","monte_pascoal_s2_1ha_NDVI","rio_doce_s2_1ha_EVI","rio_doce_s2_1ha_EVI2","rio_doce_s2_1ha_NDVI","sooretama_s2_1ha_EVI","sooretama_s2_1ha_EVI2","sooretama_s2_1ha_NDVI"
"R2",0.28017344161132,0.276168863671624,0.250150574699372,0.216832098021723,0.172276658767298,0.0506165639413327,0.608506096716507,0.451907241325033,0.102362653283624,0.55890052171034,0.436509138891209,0.273236100976648
"MAPE",10.5197419299257,9.33340424617229,6.13607537175947,10.1824175316164,9.45006025320407,5.06676508871066,8.48232107732383,40.2971559875387,93.5940284170598,6.27164122336288,6.60929615192385,4.89797694367284
