"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak"
"1",0.539,0.59,0.532,2019-11-20,2019-02-18,2020-05-08,1,0.122,170,48
"2",0.527,0.589,0.542,2020-11-09,2020-02-18,2021-04-28,2,0.122,170,48
"3",0.521,0.589,NA,2021-11-04,2021-02-07,2022-05-03,3,0.122,180,37
