"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak"
"1",0.858,0.869,0.853,2019-03-22,2019-06-15,2019-09-08,1,0.0359999999999999,170,165
"2",0.845,0.857,0.839,2020-03-16,2020-06-14,2020-09-12,2,0.0359999999999999,180,165
"3",0.809,0.845,NA,2021-12-06,2021-06-14,2022-05-30,3,0.0359999999999999,175,164
