"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak"
"1",0.542,0.631,0.522,2019-11-10,2019-02-03,2020-05-08,1,0.208,180,33
"2",0.536,0.634,0.552,2020-11-04,2020-02-08,2021-04-23,2,0.208,170,38
"3",0.521,0.638,NA,2021-10-25,2021-02-02,2022-04-23,3,0.208,180,32
