"","Date","trend"
"156",2021-02-17,0.452541598680563
"157",2021-02-22,0.452382595562975
"158",2021-02-27,0.452223592445387
"159",2021-03-04,0.452064589327799
"160",2021-03-09,0.451905586210211
"161",2021-03-14,0.451746583092623
"162",2021-03-19,0.451587579975036
"163",2021-03-24,0.451428576857448
"164",2021-03-29,0.45126957373986
"165",2021-04-03,0.451110570622272
"166",2021-04-08,0.450951567504684
"167",2021-04-13,0.450792564387096
"168",2021-04-18,0.450633561269508
"169",2021-04-23,0.450474558151921
"170",2021-04-28,0.450315555034333
"171",2021-05-03,0.450156551916745
"172",2021-05-08,0.449997548799157
"173",2021-05-13,0.449838545681569
"174",2021-05-18,0.449679542563981
"175",2021-05-23,0.449520539446393
"176",2021-05-28,0.449361536328806
"177",2021-06-02,0.449202533211218
