"","Date","trend"
"1",2019-01-04,0.477187081906681
"2",2019-01-09,0.477028078789093
"3",2019-01-14,0.476869075671505
"4",2019-01-19,0.476710072553917
"5",2019-01-24,0.476551069436329
"6",2019-01-29,0.476392066318741
"7",2019-02-03,0.476233063201153
"8",2019-02-08,0.476074060083566
"9",2019-02-13,0.475915056965978
"10",2019-02-18,0.47575605384839
"11",2019-02-23,0.475597050730802
"12",2019-02-28,0.475438047613214
"13",2019-03-05,0.475279044495626
"14",2019-03-10,0.475120041378038
"15",2019-03-15,0.474961038260451
"16",2019-03-20,0.474802035142863
"17",2019-03-25,0.474643032025275
"18",2019-03-30,0.474484028907687
"19",2019-04-04,0.474325025790099
"20",2019-04-09,0.474166022672511
"21",2019-04-14,0.474007019554923
"22",2019-04-19,0.473848016437336
"23",2019-04-24,0.473689013319748
"24",2019-04-29,0.47353001020216
"25",2019-05-04,0.473371007084572
"26",2019-05-09,0.473212003966984
"27",2019-05-14,0.473053000849396
"28",2019-05-19,0.472893997731808
"29",2019-05-24,0.472734994614221
"30",2019-05-29,0.472575991496633
"31",2019-06-03,0.472416988379045
"32",2019-06-08,0.472257985261457
"33",2019-06-13,0.472098982143869
"34",2019-06-18,0.471939979026281
"35",2019-06-23,0.471780975908693
"36",2019-06-28,0.471621972791106
"37",2019-07-03,0.471462969673518
"38",2019-07-08,0.47130396655593
"39",2019-07-13,0.471144963438342
"40",2019-07-18,0.470985960320754
"41",2019-07-23,0.470826957203166
"42",2019-07-28,0.470667954085578
"43",2019-08-02,0.470508950967991
"44",2019-08-07,0.470349947850403
"45",2019-08-12,0.470190944732815
"46",2019-08-17,0.470031941615227
"47",2019-08-22,0.469872938497639
"48",2019-08-27,0.469713935380051
"49",2019-09-01,0.469554932262463
"50",2019-09-06,0.469395929144876
"51",2019-09-11,0.469236926027288
"52",2019-09-16,0.4690779229097
"53",2019-09-21,0.468918919792112
"54",2019-09-26,0.468759916674524
"55",2019-10-01,0.468600913556936
"56",2019-10-06,0.468441910439348
"57",2019-10-11,0.468282907321761
"58",2019-10-16,0.468123904204173
"59",2019-10-21,0.467964901086585
"60",2019-10-26,0.467805897968997
"61",2019-10-31,0.467646894851409
"62",2019-11-05,0.467487891733821
"63",2019-11-10,0.467328888616233
"64",2019-11-15,0.467169885498646
"65",2019-11-20,0.467010882381058
"66",2019-11-25,0.46685187926347
"67",2019-11-30,0.466692876145882
"68",2019-12-05,0.466533873028294
"69",2019-12-10,0.466374869910706
"70",2019-12-15,0.466215866793118
"71",2019-12-20,0.466056863675531
"72",2019-12-25,0.465897860557943
"73",2019-12-30,0.465738857440355
"74",2020-01-04,0.465579854322767
"75",2020-01-09,0.465420851205179
"76",2020-01-14,0.465261848087591
"77",2020-01-19,0.465102844970003
"78",2020-01-24,0.464943841852416
"79",2020-01-29,0.464784838734828
"80",2020-02-03,0.46462583561724
"81",2020-02-08,0.464466832499652
"82",2020-02-13,0.464307829382064
"83",2020-02-18,0.464148826264476
"84",2020-02-23,0.463989823146888
"85",2020-02-28,0.463830820029301
"86",2020-03-04,0.463671816911713
"87",2020-03-09,0.463512813794125
"88",2020-03-14,0.463353810676537
"89",2020-03-19,0.463194807558949
"90",2020-03-24,0.463035804441361
"91",2020-03-29,0.462876801323773
"92",2020-04-03,0.462717798206186
"93",2020-04-08,0.462558795088598
"94",2020-04-13,0.46239979197101
"95",2020-04-18,0.462240788853422
"96",2020-04-23,0.462081785735834
"97",2020-04-28,0.461922782618246
"98",2020-05-03,0.461763779500658
"99",2020-05-08,0.461604776383071
"100",2020-05-13,0.461445773265483
"101",2020-05-18,0.461286770147895
"102",2020-05-23,0.461127767030307
"103",2020-05-28,0.460968763912719
"104",2020-06-02,0.460809760795131
"105",2020-06-07,0.460650757677543
"106",2020-06-12,0.460491754559956
"107",2020-06-17,0.460332751442368
"108",2020-06-22,0.46017374832478
"109",2020-06-27,0.460014745207192
"110",2020-07-02,0.459855742089604
"111",2020-07-07,0.459696738972016
"112",2020-07-12,0.459537735854428
"113",2020-07-17,0.459378732736841
"114",2020-07-22,0.459219729619253
"115",2020-07-27,0.459060726501665
"116",2020-08-01,0.458901723384077
"117",2020-08-06,0.458742720266489
"118",2020-08-11,0.458583717148901
"119",2020-08-16,0.458424714031313
"120",2020-08-21,0.458265710913726
"121",2020-08-26,0.458106707796138
"122",2020-08-31,0.45794770467855
"123",2020-09-05,0.457788701560962
"124",2020-09-10,0.457629698443374
"125",2020-09-15,0.457470695325786
"126",2020-09-20,0.457311692208198
"127",2020-09-25,0.457152689090611
"128",2020-09-30,0.456993685973023
"129",2020-10-05,0.456834682855435
"130",2020-10-10,0.456675679737847
"131",2020-10-15,0.456516676620259
"132",2020-10-20,0.456357673502671
"133",2020-10-25,0.456198670385083
"134",2020-10-30,0.456039667267496
"135",2020-11-04,0.455880664149908
"136",2020-11-09,0.45572166103232
"137",2020-11-14,0.455562657914732
"138",2020-11-19,0.455403654797144
"139",2020-11-24,0.455244651679556
"140",2020-11-29,0.455085648561968
"141",2020-12-04,0.454926645444381
"142",2020-12-09,0.454767642326793
"143",2020-12-14,0.454608639209205
"144",2020-12-19,0.454449636091617
"145",2020-12-24,0.454290632974029
"146",2020-12-29,0.454131629856441
"147",2021-01-03,0.453972626738853
"148",2021-01-08,0.453813623621266
"149",2021-01-13,0.453654620503678
"150",2021-01-18,0.45349561738609
"151",2021-01-23,0.453336614268502
"152",2021-01-28,0.453177611150914
"153",2021-02-02,0.453018608033326
"154",2021-02-07,0.452859604915738
"155",2021-02-12,0.452700601798151
