"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak"
"1",0.809,0.888,0.839,2020-01-01,2019-04-26,2020-06-29,1,0.107,180,480
"2",0.792,0.872,0.819,2020-12-31,2020-04-20,2021-07-04,2,0.107,185,110
"3",0.776,0.855,NA,2021-12-31,2021-04-30,2022-06-24,3,0.107,175,119
