"","Seas.","Start.t.","End.t.","Length","Base.val.","Peak.t.","Peak.val.","Ampl.","L.deriv.","R.deriv.","L.integral","S.integral","Start.val.","End.val.","season_start_date","season_end_date","peak_date","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",1,32.95,99.14,66.2,0.4178,71.66,0.564,0.1462,0.004355,0.03818,35.88,7.05,0.5167,0.5171,2019-06-18,2020-05-14,2019-12-28,331,361,2019-12-01,334,2019-06-04,347.5
"2",2,105.9,172.1,66.2,0.4171,144.6,0.5627,0.1455,0.004321,0.03829,35.81,7.029,0.5171,0.5154,2020-06-17,2021-05-13,2020-12-27,331,361,2020-11-29,333,2020-06-03,347
