system:time_start,0
"Jan 13, 2015",0.074
"Feb 1, 2015",3.373
"Mar 1, 2015",0.33
"Apr 1, 2015",2.673
"Apr 12, 2015",0.907
"Jun 29, 2015",-0.646
"Aug 1, 2015",-4.352
"Sep 1, 2015",-4.851
"Dec 11, 2015",-3.443
"Jan 4, 2016",0.304
"Jan 29, 2016",6.985
"Mar 1, 2016",4.33
"May 7, 2016",-3.293
"Jun 1, 2016",-0.965
"Jul 1, 2016",-7.055
"Aug 8, 2016",-3.106
"Nov 13, 2016",5.686
"Dec 11, 2016",3.049
