"","Date","mata_escura_RVI","mata_escura_RVI_fitted","mata_escura_RVI_trend","Date.1","monte_pascoal_RVI","monte_pascoal_RVI_fitted","monte_pascoal_RVI_trend","Date.2","rio_doce_RVI","rio_doce_RVI_fitted","rio_doce_RVI_trend","Date.3","sooretama_RVI","sooretama_RVI_fitted","sooretama_RVI_trend"
"148",2020-11-08,0.972,0.83038025,0.79416267,2020-11-08,0.813,0.72963325,0.70052841,2020-11-08,0.794,0.76554147,0.72418251,2020-11-08,0.698,0.728707,0.68529943
"149",2020-11-20,0.816,0.82783268,0.79434957,2020-11-20,0.739,0.7293223,0.70047347,2020-11-20,0.748,0.74139175,0.72408988,2020-11-20,0.655,0.71608912,0.6854548
"150",2020-12-02,0.791,0.79636435,0.79451792,2020-12-02,0.7,0.71627467,0.70042071,2020-12-02,0.684,0.71740648,0.72400322,2020-12-02,-999,0.71001924,0.68559688
"151",2020-12-14,0.754,0.77508785,0.79466936,2020-12-14,0.679,0.71012319,0.70036952,2020-12-14,0.692,0.70092847,0.72392151,2020-12-14,0.684,0.69351689,0.68572734
"152",2020-12-26,0.757,0.78737735,0.79480548,2020-12-26,0.712,0.71784135,0.70031939,2020-12-26,0.699,0.69819601,0.72384392,2020-12-26,0.705,0.69121405,0.68584787
"153",2021-01-07,0.757,0.78470556,0.79492786,2021-01-07,0.7,0.71265516,0.70027,2021-01-07,0.668,0.69830838,0.7237698,2021-01-07,0.745,0.68312301,0.68596
"154",2021-01-19,0.775,0.78900794,0.79503798,2021-01-19,0.692,0.72018532,0.70022113,2021-01-19,0.699,0.69885618,0.72369866,2021-01-19,0.747,0.69066749,0.68606512
"155",2021-01-31,0.78,0.78538182,0.79513727,2021-01-31,0.69,0.72405298,0.70017263,2021-01-31,0.692,0.70033776,0.72363014,2021-01-31,0.811,0.68258333,0.68616438
"156",2021-02-12,0.772,0.78306153,0.79522707,2021-02-12,0.686,0.71644891,0.70012446,2021-02-12,0.691,0.70351023,0.72356397,2021-02-12,0.737,0.67646516,0.68625875
"157",2021-02-24,0.751,0.7816654,0.79530864,2021-02-24,0.679,0.71305517,0.7000766,2021-02-24,0.723,0.70358342,0.72349995,2021-02-24,0.682,0.67254487,0.68634904
"158",2021-03-08,0.744,0.77587802,0.79538313,2021-03-08,0.701,0.70332124,0.7000291,2021-03-08,0.715,0.70041788,0.72343791,2021-03-08,0.671,0.65834443,0.6864359
"159",2021-03-20,0.78,0.77558244,0.79545163,2021-03-20,0.704,0.70134076,0.69998203,2021-03-20,0.686,0.70061794,0.72337772,2021-03-20,0.651,0.65493368,0.68651985
"160",2021-04-01,0.78,0.77602262,0.7955151,2021-04-01,0.689,0.69913774,0.6999355,2021-04-01,0.686,0.69558215,0.72331925,2021-04-01,0.637,0.64758399,0.68660134
"161",2021-04-13,0.765,0.77469174,0.79557446,2021-04-13,0.665,0.69213405,0.69988962,2021-04-13,0.666,0.68175834,0.72326242,2021-04-13,0.619,0.64329758,0.68668078
"162",2021-04-25,0.761,0.77089156,0.79563052,2021-04-25,0.673,0.68256038,0.69984452,2021-04-25,0.676,0.67621559,0.72320718,2021-04-25,0.627,0.64207271,0.68675856
"163",2021-05-07,0.786,0.775352,0.795684,2021-05-07,0.687,0.68367453,0.69980033,2021-05-07,0.676,0.67708913,0.72315349,2021-05-07,0.639,0.64096425,0.68683509
"164",2021-05-19,-999,0.77886363,0.79573552,2021-05-19,-999,0.68601893,0.6997572,2021-05-19,0.676,0.67696966,0.72310132,2021-05-19,0.709,0.65150845,0.6869107
"165",2021-05-31,-999,0.78441615,0.79578566,2021-05-31,-999,0.68079391,0.69971525,2021-05-31,0.682,0.67663335,0.72305065,2021-05-31,0.665,0.65828004,0.68698572
"166",2021-06-12,-999,0.78246124,0.79583487,2021-06-12,-999,0.67478007,0.69967457,2021-06-12,0.684,0.68248416,0.72300148,2021-06-12,0.758,0.66219358,0.68706036
"167",2021-06-24,-999,0.7822566,0.79588354,2021-06-24,-999,0.66839199,0.6996352,2021-06-24,0.699,0.69091728,0.72295377,2021-06-24,0.763,0.64634293,0.68713477
"168",2021-07-06,-999,0.78185345,0.79593197,2021-07-06,-999,0.66807073,0.69959718,2021-07-06,0.67,0.7011091,0.72290751,2021-07-06,0.761,0.64854341,0.68720905
"169",2021-07-18,-999,0.79315909,0.79598042,2021-07-18,-999,0.66686434,0.69956051,2021-07-18,0.698,0.70800129,0.72286267,2021-07-18,0.778,0.65185527,0.68728325
"170",2021-07-30,-999,0.80088618,0.79602905,2021-07-30,-999,0.66759442,0.69952522,2021-07-30,0.746,0.72265731,0.72281926,2021-07-30,0.818,0.67041878,0.68735745
"171",2021-08-11,-999,0.80363262,0.79607799,2021-08-11,-999,0.68263889,0.69949131,2021-08-11,0.723,0.7875394,0.72277726,2021-08-11,0.802,0.68238347,0.68743168
"172",2021-08-23,0.831,0.81304537,0.79612734,2021-08-23,0.698,0.68718695,0.69945876,2021-08-23,0.754,0.80424322,0.72273667,2021-08-23,0.803,0.70264524,0.687506
"173",2021-09-04,0.821,0.82025539,0.79617713,2021-09-04,0.691,0.69082807,0.69942757,2021-09-04,0.77,0.81467596,0.7226975,2021-09-04,0.761,0.73181275,0.68758043
"174",2021-09-16,0.822,0.82842616,0.7962274,2021-09-16,0.671,0.70475594,0.69939771,2021-09-16,0.777,0.80467713,0.72265977,2021-09-16,0.816,0.75972527,0.687655
"175",2021-09-28,0.85,0.83117483,0.79627816,2021-09-28,0.726,0.71526147,0.69936916,2021-09-28,0.809,0.77731372,0.72262352,2021-09-28,0.85,0.77011831,0.6877297
"176",2021-10-10,0.892,0.83592129,0.79632941,2021-10-10,0.761,0.72293453,0.69934188,2021-10-10,0.806,0.79620786,0.72258879,2021-10-10,0.764,0.77176009,0.68780445
"177",2021-10-22,0.853,0.84055223,0.7963811,2021-10-22,0.706,0.72783815,0.69931586,2021-10-22,0.808,0.79408611,0.72255561,2021-10-22,0.774,0.76226708,0.68787917
"178",2021-11-03,0.845,0.83268891,0.79643319,2021-11-03,0.736,0.72839622,0.69929105,2021-11-03,0.802,0.76393391,0.72252396,2021-11-03,0.702,0.73134072,0.68795378
"179",2021-11-15,0.835,0.83003299,0.79648562,2021-11-15,0.724,0.72813803,0.69926743,2021-11-15,0.754,0.73983422,0.72249382,2021-11-15,0.733,0.7186777,0.68802819
"180",2021-11-27,0.796,0.79843001,0.7965383,2021-11-27,0.706,0.71512932,0.69924496,2021-11-27,0.676,0.71590293,0.72246515,2021-11-27,0.686,0.7125727,0.68810235
