"","year","R2","Mape"
"1",2016,0.0201507193453099,20.5389423655675
"2",2017,0.00939453873136326,7.60713483805155
"3",2018,0.600931009027549,3.19023617674939
"4",2019,0.0474595072979639,9.5367253056377
"5",2020,0.0147934832268764,6.49832564508822
"6",2021,0.294388337569204,7.07969473184059
