"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",-0.016,0.0490000000000004,-0.0120000000000005,2016-08-13,2016-11-29,2017-03-17,1,0.366000000000001,215,333
"2",0,0.0489999999999995,-0.00800000000000001,2017-09-01,2017-12-06,2018-03-12,2,0.366000000000001,192,339
"3",-0.00400000000000045,0.0489999999999995,-0.00399999999999956,2018-08-27,2018-12-01,2019-03-07,3,0.366000000000001,192,334
"4",0.00199999999999978,0.0490000000000004,0.0110000000000001,2019-09-03,2019-11-26,2020-02-18,4,0.366000000000001,168,329
"5",0.00699999999999967,0.0590000000000002,0.048,2020-09-09,2020-10-15,2020-11-20,5,0.366000000000001,72,288
"6",0.00300000000000011,0.0490000000000004,NA,2021-09-04,2021-12-09,2022-03-15,6,0.366000000000001,192,342
