"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.003,0.016,0.004,2016-05-09,2016-07-08,2016-09-06,1,0.018,120,189
"2",0,0.01,-0.0105,2017-04-10,2017-09-01,2018-01-23,2,0.018,288,243
"3",-0.001,0.00800000000000001,0.002,2018-04-05,2018-06-28,2018-09-20,3,0.018,168,178
"4",0.003,0.016,0.0045,2019-05-06,2019-07-05,2019-09-03,4,0.018,120,185
"5",-0.005,0.00800000000000001,0.001,2020-10-27,2020-06-17,2021-04-25,5,0.018,179,168
"6",0,0.00800000000000001,0.0045,2021-04-13,2021-06-24,2021-09-04,6,0.018,144,174
