"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.004,0.018,0.0079999999999999,2016-05-14,2016-07-01,2016-08-18,1,0.021,96,182
"2",-0.002,0.01,0.001,2017-04-03,2017-07-08,2017-10-12,2,0.021,192,188
"3",-0.001,0.011,0,2018-04-10,2018-07-15,2018-10-19,3,0.021,192,195
"4",-0.005,0.01,0,2019-11-07,2019-06-28,2020-04-23,4,0.021,168,178
"5",-0.001,0.01,0.0035,2020-04-11,2020-07-04,2020-09-26,5,0.021,168,185
"6",0,0.01,0.0025,2021-04-18,2021-07-11,2021-10-03,6,0.021,168,191
