"","/Users/brbell01/Google Drive/PHD/CUNY/Research/R/Phenology/timesat/formatted_timeseries/third_run/S1//monte_pascoal_RVI_processed.txt"
"R2",0.725158581750133
"MAPE",2.85329948710127
