"","year","R2","Mape"
"1",2018,0.999970083997487,7.64374219065678
"2",2019,0.649940995298142,8.58732711381537
"3",2020,0.607901110005739,8.66727895045821
"4",2021,0.637120305909769,8.98339878805094
