"","year","R2","Mape"
"1",2016,0.269874786613783,2.32681950256543
"2",2017,0.133020221233042,3.10560505976755
"3",2018,0.365339057506467,2.4189298767756
"4",2019,0.322648972248678,3.10125256679747
"5",2020,0.362465067473872,5.04439207774588
"6",2021,0.552026416448461,2.71907537313944
