"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",-12.7,-12.627,-12.732,2016-04-03,2016-01-10,2016-09-30,1,0.134,180,9,2016-03-31,90,2016-02-10,40
"2",-12.759,-12.69,-12.801,2017-03-29,2017-01-04,2017-09-25,2,0.134,180,3,2017-04-01,90,2017-02-14,44
"3",-12.832,-12.757,-12.87,2018-04-05,2018-01-11,2018-09-20,3,0.134,168,10,2018-03-26,84,2018-02-07,37
"4",-12.891,-12.821,-12.93,2019-03-31,2019-01-06,2019-09-27,4,0.134,180,5,2019-04-01,90,2019-02-12,42
"5",-12.949,-12.884,-12.999,2020-03-25,2020-01-01,2020-09-21,5,0.134,180,0,2020-03-31,90,2020-02-15,45
"6",-13.022,-12.951,-13.023,2021-04-01,2021-01-07,2021-11-15,6,0.134,228,6,2021-04-25,114,2021-02-24,54
