"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",-6.638,-6.538,-6.643,2016-09-06,2016-06-14,2017-03-05,1,0.196,180,165,2016-03-31,90,2015-11-24,327
"2",-6.553,-6.437,-6.524,2017-09-13,2017-06-21,2018-03-12,2,0.196,180,171,2017-04-01,90,2016-11-22,325
"3",-6.468,-6.337,-6.405,2018-09-20,2018-06-16,2019-03-19,3,0.196,180,166,2018-04-01,90,2017-11-24,327
"4",-6.382,-6.239,-6.253,2019-09-27,2019-06-11,2020-04-06,4,0.196,192,161,2019-04-07,96,2018-11-30,333
"5",-6.319,-6.136,-6.27,2020-03-13,2020-06-17,2020-09-21,5,0.196,192,168,2020-04-06,96,2019-11-26,329
"6",-6.185,-6.081,NA,2021-09-28,2021-05-07,2022-05-14,6,0.196,228,126,2021-04-25,114,2020-12-26,359
