"","Date","trend"
"1",2016-01-03,0.790204033839652
"2",2016-01-15,0.789734256966571
"3",2016-01-27,0.789264480093489
"4",2016-02-08,0.788794703220408
"5",2016-02-20,0.788324926347326
"6",2016-03-03,0.787855149474245
"7",2016-03-27,0.786915595728082
"8",2016-04-08,0.786445818855
"9",2016-04-20,0.785976041981919
"10",2016-05-02,0.785506265108837
"11",2016-05-14,0.785036488235756
"12",2016-05-26,0.784566711362674
"13",2016-06-07,0.784096934489593
"14",2016-07-01,0.78315738074343
"15",2016-07-13,0.782687603870349
"16",2016-07-25,0.782217826997267
"17",2016-08-06,0.781748050124186
"18",2016-08-18,0.781278273251104
"19",2016-08-30,0.780808496378023
"20",2016-09-11,0.780338719504941
"21",2016-09-23,0.77986894263186
"22",2016-09-29,0.779634054195319
"23",2016-10-11,0.779164277322238
"24",2016-10-23,0.778694500449156
"25",2016-11-04,0.778224723576075
"26",2016-11-16,0.777754946702993
"27",2016-11-28,0.777285169829912
"28",2016-12-10,0.77681539295683
"29",2016-12-22,0.776345616083749
"30",2017-01-03,0.775875839210667
"31",2017-01-15,0.775406062337586
"32",2017-01-27,0.774936285464504
"33",2017-02-08,0.774466508591423
"34",2017-02-20,0.773996731718341
"35",2017-03-04,0.77352695484526
"36",2017-03-16,0.773057177972178
"37",2017-03-28,0.772587401099097
"38",2017-04-09,0.772117624226015
"39",2017-05-03,0.771178070479853
"40",2017-05-15,0.770708293606771
"41",2017-05-27,0.77023851673369
"42",2017-06-08,0.769768739860608
"43",2017-06-20,0.769298962987527
"44",2017-07-02,0.768829186114445
"45",2017-07-14,0.768359409241364
"46",2017-07-26,0.767889632368282
"47",2017-08-07,0.767419855495201
"48",2017-08-19,0.766950078622119
"49",2017-08-31,0.766480301749038
"50",2017-09-12,0.766010524875956
"51",2017-09-24,0.765540748002875
"52",2017-10-06,0.765070971129793
"53",2017-10-18,0.764601194256712
"54",2017-10-30,0.76413141738363
"55",2017-11-11,0.763661640510549
"56",2017-11-23,0.763191863637468
"57",2017-12-05,0.762722086764386
"58",2017-12-17,0.762252309891305
"59",2017-12-29,0.761782533018223
"60",2018-01-10,0.761312756145142
"61",2018-01-22,0.76084297927206
"62",2018-02-03,0.760373202398979
"63",2018-02-15,0.759903425525897
"64",2018-02-27,0.759433648652816
"65",2018-03-11,0.758963871779734
"66",2018-03-23,0.758494094906653
"67",2018-04-04,0.758024318033572
"68",2018-04-16,0.75755454116049
"69",2018-04-28,0.757084764287409
"70",2018-05-10,0.756614987414327
"71",2018-05-22,0.756145210541246
"72",2018-06-03,0.755675433668164
"73",2018-06-15,0.755205656795083
"74",2018-06-27,0.754735879922001
"75",2018-07-09,0.75426610304892
"76",2018-07-21,0.753796326175838
"77",2018-08-02,0.753326549302757
"78",2018-08-14,0.752856772429675
"79",2018-08-26,0.752386995556594
"80",2018-09-07,0.751917218683512
"81",2018-09-19,0.751447441810431
"82",2018-10-01,0.750977664937349
"83",2018-10-13,0.750507888064268
"84",2018-10-25,0.750038111191186
"85",2018-11-06,0.749568334318105
"86",2018-11-18,0.749098557445024
"87",2018-11-30,0.748628780571942
"88",2018-12-12,0.748159003698861
"89",2018-12-24,0.747689226825779
"90",2019-01-05,0.747219449952698
"91",2019-01-17,0.746749673079616
"92",2019-01-29,0.746279896206535
"93",2019-02-10,0.745810119333453
"94",2019-02-22,0.745340342460372
"95",2019-03-06,0.74487056558729
"96",2019-03-18,0.744400788714209
"97",2019-03-30,0.743931011841127
"98",2019-04-11,0.743461234968046
"99",2019-04-23,0.742991458094964
"100",2019-05-05,0.742521681221883
"101",2019-05-17,0.742051904348802
"102",2019-05-29,0.74158212747572
"103",2019-06-10,0.741112350602639
"104",2019-06-22,0.740642573729557
"105",2019-07-04,0.740172796856476
"106",2019-07-16,0.739703019983394
"107",2019-07-28,0.739233243110313
"108",2019-08-09,0.738763466237231
"109",2019-08-21,0.73829368936415
"110",2019-09-02,0.737823912491068
"111",2019-09-14,0.737354135617987
"112",2019-09-26,0.736884358744905
"113",2019-10-08,0.736414581871824
"114",2019-10-20,0.735944804998742
"115",2019-11-01,0.735475028125661
"116",2019-11-13,0.735005251252579
"117",2019-11-25,0.734535474379498
"118",2019-12-19,0.733595920633335
"119",2019-12-31,0.733126143760254
"120",2020-01-12,0.732656366887172
"121",2020-01-24,0.732186590014091
"122",2020-02-05,0.731716813141009
"123",2020-02-17,0.731247036267928
"124",2020-02-29,0.730777259394846
"125",2020-03-12,0.730307482521765
"126",2020-03-24,0.729837705648683
"127",2020-04-05,0.729367928775602
"128",2020-04-17,0.72889815190252
"129",2020-04-29,0.728428375029439
"130",2020-05-11,0.727958598156357
"131",2020-05-23,0.727488821283276
"132",2020-06-04,0.727019044410194
"133",2020-06-16,0.726549267537113
"134",2020-06-28,0.726079490664032
"135",2020-07-10,0.72560971379095
"136",2020-07-22,0.725139936917869
"137",2020-08-03,0.724670160044787
"138",2020-08-15,0.724200383171706
"139",2020-08-27,0.723730606298624
"140",2020-09-08,0.723260829425543
"141",2020-09-20,0.722791052552461
"142",2020-10-02,0.72232127567938
"143",2020-10-14,0.721851498806298
"144",2020-10-26,0.721381721933217
"145",2020-11-07,0.720911945060135
"146",2020-11-19,0.720442168187054
"147",2020-12-01,0.719972391313973
"148",2020-12-13,0.719502614440891
"149",2020-12-25,0.71903283756781
"150",2021-01-06,0.718563060694728
"151",2021-01-18,0.718093283821647
"152",2021-01-30,0.717623506948565
"153",2021-02-11,0.717153730075484
"154",2021-02-23,0.716683953202402
"155",2021-03-07,0.716214176329321
