"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",-7.483,-7.267,-7.538,2016-05-21,2016-02-27,2016-11-17,1,0.476,180,57,2016-03-31,90,2016-01-17,16
"2",-7.512,-7.269,-7.513,2017-05-28,2017-02-21,2017-11-24,2,0.476,180,51,2017-04-01,90,2017-01-21,20
"3",-7.493,-7.271,-7.536,2018-05-23,2018-02-28,2018-11-19,3,0.476,180,58,2018-04-01,90,2018-01-17,16
"4",-7.522,-7.272,-7.51,2019-05-30,2019-02-23,2019-11-26,4,0.476,180,53,2019-04-01,90,2019-01-19,18
"5",-7.502,-7.275,-7.533,2020-05-24,2020-03-01,2020-11-20,5,0.476,180,60,2020-03-31,90,2020-01-16,15
"6",-7.435,-7.276,-7.603,2021-05-07,2021-02-24,2021-11-03,6,0.476,180,54,2021-04-01,90,2021-01-19,18
