"","/Users/brbell01/Google Drive/PHD/CUNY/Research/R/Phenology/raw/s1/1ha/harmonic/monte_pascoal_s1_1ha_RVI_2016_2022_harmonic.csv"
"R2",0.67220549613382
"MAPE",3.09478921584873
