"","year","R2","Mape"
"1",2016,0.157124574060321,7.22925702710487
"2",2017,0.135187116454766,6.55658810009092
"3",2018,0.162515014541687,10.1280278726446
"4",2019,0.348258367289591,6.85292368902348
"5",2020,0.463233388692605,5.96619292769036
"6",2021,0.580246661398104,9.87911197716484
