"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",-7.524,-7.184,-7.504,2016-04-27,2016-02-03,2016-10-24,1,0.719,180,33,2016-03-31,90,2016-01-29,28
"2",-7.344,-6.999,-7.3585,2017-04-22,2017-01-28,2017-10-19,2,0.719,180,27,2017-04-01,90,2017-02-02,32
"3",-7.204,-6.816,-7.123,2018-04-29,2018-01-23,2018-10-26,3,0.719,180,22,2018-04-01,90,2018-02-04,34
"4",-6.985,-6.63,-6.9775,2019-04-24,2019-01-30,2019-10-21,4,0.719,180,29,2019-04-01,90,2019-01-31,30
"5",-6.844,-6.446,-6.7425,2020-04-30,2020-01-25,2020-10-27,5,0.719,180,24,2020-03-31,90,2020-02-03,33
"6",-6.625,-6.265,-6.507,2021-04-25,2021-01-19,2021-11-03,6,0.719,192,18,2021-04-07,96,2021-02-09,39
