"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak"
"1",0.792,0.816,0.777,2016-09-18,2016-12-23,2017-03-29,1,0.0359999999999999,192,357
"2",0.747,0.814,0.793,2017-06-21,2017-01-04,2017-12-06,2,0.0359999999999999,168,3
"3",0.747,0.771,0.744,2018-09-20,2018-12-13,2019-03-07,3,0.0359999999999999,168,346
"4",0.728,0.748,0.718,2019-09-27,2019-12-20,2020-03-13,4,0.0359999999999999,168,353
"5",0.679,0.747,0.725,2020-06-17,2020-01-01,2020-12-02,5,0.0359999999999999,168,0
"6",0.688,0.703,NA,2021-10-10,2021-12-21,2022-03-03,6,0.0359999999999999,144,354
