"","mata_escura_RVI","mata_escura_VH","mata_escura_VV","monte_pascoal_RVI","monte_pascoal_VH","monte_pascoal_VV","rio_doce_RVI","rio_doce_VH","rio_doce_VV","sooretama_RVI","sooretama_VH","sooretama_VV"
"R2",0.373464220455411,0.139597186827403,0.164565631979844,0.67220549613382,0.13284143998572,0.351404917619283,0.599475546888929,0.229678606820079,0.339724030957202,0.504621797521858,0.323497072133223,0.346937314754013
"MAPE",3.13136856256188,3.07270174921998,4.12029454264342,3.09478921584873,1.8965674527434,3.05426063375838,3.86179574606738,2.51609668204353,4.8381580374505,7.74408387675671,2.77829891795712,6.57917284801417
