"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",-13.245,-12.983,-13.268,2016-04-03,2016-01-10,2016-09-30,1,0.426,180,9,2016-03-31,90,2016-02-10,40
"2",-13.293,-13.049,-13.359,2017-03-29,2017-01-04,2017-09-25,2,0.426,180,3,2017-04-01,90,2017-02-14,44
"3",-13.392,-13.124,-13.449,2018-04-05,2018-01-11,2018-09-20,3,0.426,168,10,2018-03-26,84,2018-02-07,37
"4",-13.439,-13.19,-13.493,2019-03-31,2019-01-06,2019-09-27,4,0.426,180,5,2019-04-01,90,2019-02-12,42
"5",-13.487,-13.258,-13.583,2020-03-25,2020-01-01,2020-09-21,5,0.426,180,0,2020-03-31,90,2020-02-15,45
"6",-13.586,-13.331,-13.458,2021-04-01,2021-01-07,2021-11-15,6,0.426,228,6,2021-04-25,114,2021-02-24,54
