"","/Users/brbell01/Google Drive/PHD/CUNY/Research/R/Phenology/raw/s1/1ha/harmonic/monte_pascoal_s1_1ha_VV_2016_2022_harmonic.csv"
"R2",0.351404917619283
"MAPE",3.05426063375838
