"","year","R2","Mape"
"1",2016,0.559033263688932,1.84642204176901
"2",2017,0.407535770781957,2.65470589386707
"3",2018,0.400357932668323,2.96209549328888
"4",2019,0.342126622409096,3.39096043446306
"5",2020,0.279119569983193,4.54325236135193
"6",2021,0.0414110378801906,3.22821989441763
