"","Date","trend"
"1",2016-01-10,0.850571257643563
"2",2016-01-22,0.849426624271109
"3",2016-02-03,0.848281990898656
"4",2016-02-15,0.847137357526203
"5",2016-02-27,0.845992724153749
"6",2016-03-10,0.844848090781296
"7",2016-04-03,0.842558824036389
"8",2016-04-15,0.841414190663936
"9",2016-04-27,0.840269557291482
"10",2016-05-09,0.839124923919029
"11",2016-05-21,0.837980290546576
"12",2016-06-02,0.836835657174122
"13",2016-06-14,0.835691023801669
"14",2016-07-08,0.833401757056762
"15",2016-07-20,0.832257123684309
"16",2016-08-01,0.831112490311855
"17",2016-08-13,0.829967856939402
"18",2016-08-25,0.828823223566949
"19",2016-09-06,0.827678590194495
"20",2016-09-18,0.826533956822042
"21",2016-10-06,0.824817006763362
"22",2016-10-18,0.823672373390908
"23",2016-10-30,0.822527740018455
"24",2016-11-11,0.821383106646002
"25",2016-11-23,0.820238473273548
"26",2016-12-05,0.819093839901095
"27",2016-12-17,0.817949206528642
"28",2016-12-29,0.816804573156188
"29",2017-01-10,0.815659939783735
"30",2017-01-22,0.814515306411282
"31",2017-02-03,0.813370673038828
"32",2017-02-15,0.812226039666375
"33",2017-02-27,0.811081406293921
"34",2017-03-11,0.809936772921468
"35",2017-03-23,0.808792139549015
"36",2017-04-04,0.807647506176561
"37",2017-04-16,0.806502872804108
"38",2017-04-28,0.805358239431655
"39",2017-05-10,0.804213606059201
"40",2017-05-22,0.803068972686748
"41",2017-06-03,0.801924339314294
"42",2017-06-15,0.800779705941841
"43",2017-06-27,0.799635072569388
"44",2017-07-09,0.798490439196934
"45",2017-07-21,0.797345805824481
"46",2017-08-02,0.796201172452028
"47",2017-08-14,0.795056539079574
"48",2017-09-07,0.792767272334667
"49",2017-09-19,0.791622638962214
"50",2017-10-01,0.790478005589761
"51",2017-10-13,0.789333372217307
"52",2017-10-25,0.788188738844854
"53",2017-11-06,0.7870441054724
"54",2017-11-18,0.785899472099947
"55",2017-11-30,0.784754838727494
"56",2017-12-12,0.78361020535504
"57",2017-12-24,0.782465571982587
"58",2018-01-05,0.781320938610134
"59",2018-01-17,0.78017630523768
"60",2018-01-29,0.779031671865227
"61",2018-02-10,0.777887038492774
"62",2018-02-22,0.77674240512032
"63",2018-03-06,0.775597771747867
"64",2018-03-18,0.774453138375414
"65",2018-03-30,0.77330850500296
"66",2018-04-11,0.772163871630507
"67",2018-04-23,0.771019238258053
"68",2018-05-05,0.7698746048856
"69",2018-05-17,0.768729971513147
"70",2018-05-29,0.767585338140693
"71",2018-06-10,0.76644070476824
"72",2018-06-22,0.765296071395787
"73",2018-07-04,0.764151438023333
"74",2018-07-16,0.76300680465088
"75",2018-07-28,0.761862171278426
"76",2018-08-09,0.760717537905973
"77",2018-08-21,0.75957290453352
"78",2018-09-02,0.758428271161066
"79",2018-09-14,0.757283637788613
"80",2018-09-26,0.75613900441616
"81",2018-10-08,0.754994371043706
"82",2018-10-20,0.753849737671253
"83",2018-11-01,0.7527051042988
"84",2018-11-13,0.751560470926346
"85",2018-11-25,0.750415837553893
"86",2018-12-07,0.749271204181439
"87",2018-12-19,0.748126570808986
"88",2018-12-31,0.746981937436533
"89",2019-01-12,0.745837304064079
"90",2019-01-24,0.744692670691626
"91",2019-02-05,0.743548037319173
"92",2019-02-17,0.742403403946719
"93",2019-03-01,0.741258770574266
"94",2019-03-13,0.740114137201812
"95",2019-03-25,0.738969503829359
"96",2019-04-06,0.737824870456906
"97",2019-04-30,0.735535603711999
"98",2019-05-12,0.734390970339545
"99",2019-05-24,0.733246336967092
"100",2019-06-05,0.732101703594639
"101",2019-06-17,0.730957070222185
"102",2019-07-11,0.728667803477279
"103",2019-07-23,0.727523170104825
"104",2019-08-04,0.726378536732372
"105",2019-08-16,0.725233903359919
"106",2019-08-28,0.724089269987465
"107",2019-09-09,0.722944636615012
"108",2019-09-21,0.721800003242558
"109",2019-10-03,0.720655369870105
"110",2019-10-15,0.719510736497652
"111",2019-10-27,0.718366103125198
"112",2019-11-08,0.717221469752745
"113",2019-11-20,0.716076836380292
"114",2019-12-02,0.714932203007838
"115",2019-12-14,0.713787569635385
"116",2019-12-26,0.712642936262931
"117",2020-01-07,0.711498302890478
"118",2020-01-19,0.710353669518025
"119",2020-01-25,0.709781352831798
"120",2020-01-31,0.709209036145571
"121",2020-02-12,0.708064402773118
"122",2020-02-24,0.706919769400665
"123",2020-03-07,0.705775136028211
"124",2020-03-19,0.704630502655758
"125",2020-03-31,0.703485869283304
"126",2020-04-12,0.702341235910851
"127",2020-04-24,0.701196602538398
"128",2020-05-06,0.700051969165944
"129",2020-05-18,0.698907335793491
"130",2020-05-30,0.697762702421038
"131",2020-06-11,0.696618069048584
"132",2020-06-23,0.695473435676131
"133",2020-07-05,0.694328802303678
"134",2020-07-17,0.693184168931224
"135",2020-07-29,0.692039535558771
"136",2020-08-10,0.690894902186317
"137",2020-08-22,0.689750268813864
"138",2020-09-03,0.688605635441411
"139",2020-09-15,0.687461002068957
"140",2020-09-27,0.686316368696504
"141",2020-10-09,0.68517173532405
"142",2020-10-21,0.684027101951597
"143",2020-11-02,0.682882468579144
"144",2020-11-14,0.68173783520669
"145",2020-11-26,0.680593201834237
"146",2020-12-20,0.67830393508933
"147",2021-01-01,0.677159301716877
"148",2021-01-13,0.676014668344424
"149",2021-01-25,0.67487003497197
"150",2021-02-06,0.673725401599517
"151",2021-02-18,0.672580768227063
"152",2021-03-02,0.67143613485461
"153",2021-03-14,0.670291501482157
"154",2021-03-26,0.669146868109703
"155",2021-04-07,0.66800223473725
