"","year","R2","Mape"
"1",2016,0.649662805459863,2.59907486243103
"2",2017,0.576065193636825,4.02164987337861
"3",2018,0.219309030849651,5.30504340125742
"4",2019,0.622895492876534,4.15496997788042
"5",2020,0.334377019117722,4.41274997268077
"6",2021,0.610606082844205,3.39282822283661
