"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",-6.929,-6.657,-7,2016-05-14,2016-02-20,2016-11-10,1,0.638,180,50,2016-03-31,90,2016-01-21,20
"2",-6.847,-6.571,-6.945,2017-05-09,2017-02-14,2017-11-05,2,0.638,180,44,2017-04-01,90,2017-01-24,23
"3",-6.799,-6.488,-6.7465,2018-05-16,2018-02-09,2018-11-24,3,0.638,192,39,2018-04-07,96,2018-01-29,28
"4",-6.752,-6.399,-6.6925,2019-05-23,2019-02-16,2019-11-19,4,0.638,180,46,2019-04-01,90,2019-01-23,22
"5",-6.636,-6.316,-6.566,2020-05-17,2020-02-11,2020-11-25,5,0.638,192,41,2020-04-06,96,2020-01-29,28
"6",-6.588,-6.228,-6.5125,2021-05-24,2021-02-17,2021-11-20,6,0.638,180,47,2021-04-01,90,2021-01-23,22
