"","date","VH_hectareID_11","VH_hectareID_12","VH_hectareID_13","VH_hectareID_2","VH_hectareID_6"
"79",2017-08-20,-12.54057,-13.367356,-13.999451,-13.12482,-12.790943
"80",2017-09-01,-12.812003,-12.926373,-13.54565,-13.140417,-13.351694
"81",2017-09-13,-12.537406,-12.321117,-13.176668,-13.204251,-12.320532
"82",2017-09-25,-13.447568,-12.760743,-14.273888,-13.235602,-14.332839
"83",2017-10-07,-13.177022,-13.180184,-13.11512,-13.387967,-14.054252
"84",2017-10-19,-12.890825,-13.311763,-12.826304,-12.675907,-13.635128
"85",2017-10-31,-12.169693,-12.949137,-13.840905,-13.577151,-14.115399
"86",2017-11-12,-11.393891,-12.574002,-13.019136,-12.506315,-13.267104
"87",2017-11-24,-11.296219,-13.291197,-13.334452,-13.047171,-13.491148
"88",2017-12-06,-11.892324,-11.914416,-12.944156,-12.361374,-12.493868
"89",2017-12-18,-12.917365,-13.583648,-13.867555,-13.618847,-12.985972
"90",2017-12-30,-13.454485,-12.552664,-13.796007,-13.391079,-12.922676
"91",2018-01-11,-13.114554,-13.04067,-13.504526,-12.893798,-13.168068
"92",2018-01-23,-12.943009,-12.919157,-13.962519,-13.296894,-13.959636
"93",2018-02-04,-12.05912,-12.005466,-12.214073,-11.920164,-12.163819
"94",2018-02-16,-12.714023,-14.29175,-13.737092,-13.022704,-12.135795
"95",2018-02-28,-12.950768,-12.949337,-13.947053,-12.866318,-13.076739
"96",2018-03-12,-11.809008,-11.861173,-12.159874,-12.986471,-12.133461
"97",2018-03-24,-12.365435,-12.757339,-12.699757,-12.524826,-11.761292
"98",2018-04-05,-12.551745,-12.707192,-13.356528,-13.293147,-13.722326
"99",2018-04-17,-12.45852,-12.317948,-12.724519,-12.552856,-13.038219
"100",2018-04-29,-13.612287,-13.446002,-13.090488,-12.950563,-12.669489
"101",2018-05-11,-13.792333,-13.392453,-14.556062,-13.954497,-13.085962
"102",2018-05-23,-12.440148,-12.910687,-13.543221,-12.764907,-12.64266
"103",2018-06-04,-13.759385,-13.180643,-13.013823,-13.208113,-12.668538
"104",2018-06-16,-13.16374,-13.373132,-13.641945,-13.386202,-13.013557
"105",2018-06-28,-13.161004,-13.208462,-14.127441,-12.940349,-13.174574
"106",2018-07-10,-12.836684,-13.045017,-13.207499,-13.796731,-12.588339
"107",2018-07-22,-12.744132,-13.257093,-12.501856,-12.945824,-12.984083
"108",2018-08-03,-13.893168,-13.609973,-14.079126,-13.702997,-13.645812
"109",2018-08-15,-13.384449,-13.995147,-13.246241,-13.523226,-12.673842
"110",2018-08-27,-13.417461,-14.010463,-14.136925,-13.389072,-13.314845
"111",2018-09-08,-12.794828,-14.299039,-13.880457,-13.510945,-14.270515
"112",2018-09-20,-12.649749,-13.664065,-13.754453,-13.951982,-13.633339
"113",2018-10-02,-12.577616,-13.265139,-13.099686,-13.271667,-13.946208
"114",2018-10-14,-12.245432,-13.579818,-14.237972,-13.388866,-13.411867
"115",2018-10-26,-11.881299,-13.046385,-13.638139,-12.922079,-12.357574
"116",2018-11-07,-12.038427,-13.609988,-12.163563,-12.708664,-12.274958
"117",2018-11-19,-12.644905,-13.110536,-13.792476,-13.537627,-12.792852
"118",2018-12-01,-13.114713,-13.077078,-13.546825,-13.484627,-12.7364
"119",2018-12-13,-13.135382,-13.819587,-14.304706,-12.824078,-13.129823
"120",2018-12-25,-12.67384,-13.140393,-13.237908,-12.86257,-12.943146
"121",2019-01-06,-13.452277,-12.87158,-13.32576,-13.268151,-12.735336
"122",2019-01-18,-13.800739,-13.950207,-13.928892,-13.32774,-13.57725
"123",2019-01-30,-12.788872,-12.764238,-13.639158,-13.029501,-12.169188
"124",2019-02-11,-13.511632,-12.884954,-13.386582,-13.31865,-12.536601
"125",2019-02-23,-13.263437,-13.597692,-14.175578,-13.800189,-12.84107
"126",2019-03-07,-13.332299,-13.235824,-14.030952,-13.481539,-12.859015
"127",2019-03-19,-13.113968,-13.050033,-12.68836,-12.578148,-13.55712
"128",2019-03-31,-13.197361,-13.58239,-13.799625,-13.700549,-13.385392
"129",2019-04-12,-13.289504,-13.173909,-13.050039,-13.324572,-12.445202
"130",2019-04-24,-13.201724,-13.675111,-13.541714,-13.471713,-13.631349
"131",2019-05-06,-13.421027,-13.120386,-13.89433,-14.238616,-13.525807
"132",2019-05-18,-12.421558,-12.680842,-13.913071,-12.884112,-13.540669
"133",2019-05-30,-12.683815,-14.014766,-13.203911,-13.574214,-13.45401
"134",2019-06-11,-11.895602,-12.892396,-14.105592,-12.850832,-12.822835
"135",2019-06-23,-12.854673,-13.612769,-14.447916,-14.031289,-13.491633
"136",2019-07-05,-13.49764,-14.058818,-13.318833,-14.012277,-13.219877
"137",2019-07-17,-13.294702,-13.873133,-14.648388,-14.636979,-13.550368
"138",2019-07-29,-13.513843,-14.265927,-13.732764,-14.010684,-13.020717
"139",2019-08-10,-12.286618,-13.106117,-13.086735,-12.329952,-12.322579
"140",2019-08-22,-13.540834,-13.055981,-13.890316,-13.509483,-13.478532
"141",2019-09-03,-13.088042,-13.675577,-13.854528,-13.431914,-13.494674
"142",2019-09-15,-13.63202,-13.887529,-13.679655,-13.893035,-12.881253
"143",2019-09-27,-13.267023,-12.932451,-14.581732,-13.236702,-13.26005
"144",2019-10-09,-13.44144,-13.666245,-13.613354,-13.546479,-13.572917
"145",2019-10-21,-12.3608,-13.511191,-13.067915,-13.319678,-12.949871
"146",2019-11-02,-12.64402,-13.949035,-13.816875,-13.789855,-13.182529
"147",2019-11-14,-13.516299,-13.114704,-13.772555,-13.660898,-13.174062
"148",2019-11-26,-12.196839,-13.29896,-13.212389,-13.390667,-12.076992
"149",2019-12-08,-11.92771,-12.77045,-11.926558,-12.273684,-11.475805
"150",2019-12-20,-13.899988,-14.11441,-13.508848,-13.820202,-12.828443
"151",2020-01-01,-12.668839,-13.578192,-13.436826,-13.606746,-13.395492
"152",2020-01-13,-13.450921,-13.475371,-13.576505,-13.104396,-13.051568
"153",2020-02-06,-12.809321,-13.715499,-13.937062,-14.210317,-13.199915
"154",2020-02-18,-13.307577,-14.10631,-13.324053,-13.228377,-13.92078
"155",2020-03-01,-12.767863,-14.012995,-14.182736,-13.854095,-13.05472
"156",2020-03-13,-12.86067,-12.879597,-13.108537,-12.640705,-12.606135
"157",2020-03-25,-12.272294,-13.409288,-13.396949,-13.408481,-12.567233
"158",2020-04-06,-12.914739,-13.197168,-13.549028,-13.137897,-13.002233
"159",2020-04-18,-12.672155,-12.612507,-12.769781,-13.208073,-13.296197
"160",2020-04-30,-13.296138,-13.272618,-13.872452,-14.386581,-13.834305
"161",2020-05-12,-13.764949,-13.200426,-14.197008,-13.994522,-13.572339
"162",2020-05-24,-13.23204,-12.791931,-12.582069,-12.881966,-12.431108
"163",2020-06-05,-13.643773,-13.832122,-13.673279,-13.863754,-14.30091
"164",2020-06-17,-13.277506,-12.931066,-13.499326,-12.642395,-13.035927
"165",2020-06-29,-13.314131,-14.118788,-13.788262,-13.538502,-13.009575
"166",2020-07-11,-13.677696,-13.603151,-13.991089,-13.644041,-13.680389
"167",2020-07-23,-13.629801,-13.359291,-14.076369,-12.708985,-14.005531
"168",2020-08-04,-13.671021,-14.175184,-14.057812,-14.287649,-13.818264
"169",2020-08-16,-13.771259,-13.735565,-13.169707,-12.82382,-12.726213
"170",2020-08-28,-13.609774,-13.927126,-14.047942,-13.895074,-13.816849
"171",2020-09-09,-13.072946,-13.422305,-13.648864,-13.479766,-13.577544
"172",2020-09-21,-12.736892,-13.819611,-13.945728,-13.897881,-13.067597
"173",2020-10-15,-12.860507,-13.382141,-12.700246,-13.577739,-13.762336
"174",2020-10-27,-12.268419,-12.709537,-13.807149,-13.40258,-12.829543
"175",2020-11-08,-12.420328,-12.865348,-13.174797,-13.844464,-12.986385
"176",2020-11-20,-12.48407,-12.371279,-13.758629,-12.898072,-12.33605
"177",2020-12-02,-12.62327,-13.087925,-13.729899,-14.31088,-13.236191
"178",2020-12-14,-13.237099,-13.798821,-14.045682,-13.985872,-13.709216
"179",2020-12-26,-12.768074,-13.270044,-14.95491,-13.986658,-13.483091
"180",2021-01-07,-12.98198,-13.550904,-14.225129,-13.667221,-13.255294
"181",2021-01-19,-13.169388,-13.13042,-15.047299,-13.674652,-13.519178
"182",2021-01-31,-13.511019,-13.184835,-14.416346,-13.918381,-13.359336
"183",2021-02-12,-13.678217,-12.745564,-14.258321,-13.930704,-13.672533
"184",2021-02-24,-13.599441,-13.355935,-14.388017,-14.266958,-14.1962
"185",2021-03-08,-12.997099,-13.50812,-14.213436,-14.550203,-13.504991
"186",2021-03-20,-13.172867,-12.731386,-13.408182,-13.039461,-12.342475
"187",2021-04-01,-13.216834,-13.36011,-13.536901,-13.350452,-12.796459
"188",2021-04-13,-13.772634,-13.386095,-14.126421,-13.892627,-13.836331
"189",2021-04-25,-13.552361,-14.240831,-13.818226,-13.769463,-13.950212
"190",2021-05-07,-13.327585,-13.6668,-13.610312,-13.956933,-13.023302
"191",2021-08-23,-12.454232,-13.730332,-13.738254,-13.154671,-12.995032
"192",2021-09-04,-12.161364,-12.809391,-13.388485,-13.369862,-12.68421
"193",2021-09-16,-12.828522,-13.576117,-14.503582,-13.861103,-12.824197
"194",2021-09-28,-12.762747,-12.701846,-13.326205,-12.120205,-12.10291
"195",2021-10-10,-11.558388,-12.72429,-12.490858,-12.458919,-12.233075
"196",2021-10-22,-11.605563,-12.862956,-12.980542,-12.791299,-11.458322
"197",2021-11-03,-11.320365,-12.140594,-12.478764,-12.202607,-11.835934
"198",2021-11-15,-12.921106,-12.989805,-13.325308,-12.962849,-12.418715
"199",2021-11-27,-13.854478,-13.13084,-14.377189,-13.576429,-13.400571
"200",2021-12-09,-12.054603,-11.712997,-12.654839,-12.232382,-12.441951
"201",2021-12-21,-12.451274,-12.692514,-12.950433,-12.45723,-12.175497
