"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.851,0.869,0.848666666666667,2019-09-10,2019-05-25,2020-04-01,1,0.0359999999999999,204,144
"2",0.838,0.857,0.835,2020-09-16,2020-05-31,2021-03-27,2,0.0359999999999999,191,151
"3",0.827,0.845,NA,2021-09-11,2021-05-26,2022-03-22,3,0.0359999999999999,192,145
