"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.464,0.515,0.478,2019-05-16,2019-01-28,2019-11-24,1,0.096,192,27
"2",0.47,0.517,0.465,2020-05-10,2020-02-04,2020-11-06,2,0.096,180,34
"3",0.467,0.519,0.473,2021-05-17,2021-02-10,2021-11-13,3,0.096,180,40
