"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.459,0.551,0.461666666666667,2019-05-04,2019-01-28,2019-10-31,1,0.174,180,27
"2",0.464,0.547,0.451,2020-04-28,2020-01-23,2020-10-25,2,0.174,180,22
"3",0.446,0.544,0.476666666666667,2021-05-05,2021-01-17,2021-11-13,3,0.174,192,16
