"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.59,0.66,0.5815,2019-04-07,2019-01-01,2019-10-16,1,0.159,192,0
"2",0.571,0.654,0.5685,2020-04-13,2020-01-08,2020-10-10,2,0.159,180,7
"3",0.572,0.648,0.572,2021-04-08,2021-01-02,2021-10-17,3,0.159,192,1
