"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.525,0.565,0.5095,2019-03-14,2019-01-01,2019-08-17,1,0.0750000000000001,156,0
"2",0.521,0.554,0.4985,2020-03-08,2020-01-08,2020-08-11,2,0.0750000000000001,156,7
"3",0.51,0.548,0.495,2021-03-15,2021-01-02,2021-08-18,3,0.0750000000000001,156,1
