"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.513,0.571,0.51,2019-04-19,2019-01-13,2019-10-28,1,0.122,192,12
"2",0.504,0.566,0.5125,2020-04-25,2020-01-08,2020-11-03,2,0.122,192,7
"3",0.505,0.561,0.49,2021-04-20,2021-01-14,2021-10-17,3,0.122,180,13
