"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.522,0.59,0.544,2019-05-16,2019-01-28,2019-11-24,1,0.122,192,27
"2",0.527,0.589,0.5245,2020-05-10,2020-02-04,2020-11-06,2,0.122,180,34
"3",0.531,0.589,0.531333333333333,2021-05-05,2021-01-29,2021-11-13,3,0.122,192,28
