"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase"
"1",0.607,0.653,0.566666666666667,2019-03-02,2019-01-01,2019-07-24,1,0.1,144,0
"2",0.589,0.64,0.5865,2020-08-23,2020-11-27,2021-03-03,2,0.1,191,331
"3",0.584,0.631,0.556,2021-03-03,2021-01-02,2021-08-06,3,0.1,156,1
