system:index,bottom,id,left,mean_doubl,right,top,.geo
00000000000000000018,-19.765296996000068,6493,-42.628314993,6.8436,-42.627418993000006,-19.764400996000067,"{""type"":""Polygon"",""coordinates"":[[[-42.62831491101805,-19.765295379956598],[-42.62741859918187,-19.76529537374246],[-42.62741859918187,-19.76439915726761],[-42.62831491101805,-19.764399099760222],[-42.62831491101805,-19.765295379956598]]]}"
00000000000000000007,-19.758128996000067,36333,-42.554842993,2.3568,-42.553946993,-19.757232996000067,"{""type"":""Polygon"",""coordinates"":[[[-42.55484231582078,-19.75812963660276],[-42.5539460081136,-19.75812961138502],[-42.5539460081136,-19.757233331784455],[-42.55484231582077,-19.75723336605157],[-42.55484231582078,-19.75812963660276]]]}"
00000000000000000045,-19.548464996000067,51023,-42.518106993,9.6291,-42.517210993000006,-19.547568996000066,"{""type"":""Polygon"",""coordinates"":[[[-42.518108229704204,-19.54846710916087],[-42.51721196409443,-19.548467133077594],[-42.51721196409443,-19.547570843405015],[-42.518108229704204,-19.547570901365564],[-42.518108229704204,-19.54846710916087]]]}"
0000000000000000005a,-19.68107299600007,51171,-42.518106993,6.596,-42.517210993000006,-19.680176996000068,"{""type"":""Polygon"",""coordinates"":[[[-42.518108229704204,-19.681071870320082],[-42.51721196409443,-19.681071922163333],[-42.51721196409443,-19.680175606478723],[-42.5181082297042,-19.680175636539367],[-42.518108229704204,-19.681071870320082]]]}"
00000000000000000012,-19.74916899600007,52703,-42.514522993,3.2274,-42.513626993,-19.74827299600007,"{""type"":""Polygon"",""coordinates"":[[[-42.51452307493156,-19.749166819138903],[-42.51362682262983,-19.7491668549013],[-42.51362682262983,-19.74827500871879],[-42.51452307493156,-19.748274981949702],[-42.51452307493156,-19.749166819138903]]]}"
00000000000000000019,-19.59684899600007,52533,-42.514522993,10.7217,-42.513626993,-19.59595299600007,"{""type"":""Polygon"",""coordinates"":[[[-42.51452307493156,-19.596848366211333],[-42.51362682262983,-19.596848394954904],[-42.51362682262983,-19.59595211676462],[-42.51452307493155,-19.595952097072036],[-42.51452307493156,-19.596848366211333]]]}"
00000000000000000035,-19.615664996000067,52554,-42.514522993,10.7193,-42.513626993,-19.61476899600007,"{""type"":""Polygon"",""coordinates"":[[[-42.51452307493156,-19.615665789893406],[-42.51362682262983,-19.61566579012248],[-42.51362682262983,-19.614769518925858],[-42.51452307493156,-19.614769527745985],[-42.51452307493156,-19.615665789893406]]]}"
0000000000000000001b,-19.640752996000067,39114,-42.547674993,5.3431,-42.546778993,-19.639856996000066,"{""type"":""Polygon"",""coordinates"":[[[-42.54767650974433,-19.640752675691164],[-42.54678022839184,-19.640752681603377],[-42.54678022839184,-19.639856439454753],[-42.54767650974433,-19.639856442599314],[-42.54767650974433,-19.640752675691164]]]}"
00000000000000000050,-19.77873699600007,39268,-42.547674993,10.4435,-42.546778993,-19.77784099600007,"{""type"":""Polygon"",""coordinates"":[[[-42.54767650974433,-19.77873516215611],[-42.54678022839184,-19.778735104641864],[-42.54678022839184,-19.777838829286722],[-42.54767650974433,-19.77783882298494],[-42.54767650974433,-19.77873516215611]]]}"
0000000000000000001a,-19.605808996000068,53999,-42.510938993,7.1299,-42.510042993000006,-19.604912996000067,"{""type"":""Polygon"",""coordinates"":[[[-42.510937973411814,-19.605811159588747],[-42.510041734437095,-19.60581115902589],[-42.51004173443709,-19.604914886074493],[-42.51093797341182,-19.60491489568622],[-42.510937973411814,-19.605811159588747]]]}"
00000000000000000034,-19.543984996000066,53930,-42.510938993,7.0508,-42.510042993000006,-19.54308899600007,"{""type"":""Polygon"",""coordinates"":[[[-42.51093797341182,-19.543985740836966],[-42.510041734437095,-19.54398577140367],[-42.510041734437095,-19.5430894980385],[-42.510937973411814,-19.54308947652609],[-42.51093797341182,-19.543985740836966]]]}"
00000000000000000049,-19.783216996000068,25805,-42.580826993,4.6685,-42.579930993000005,-19.782320996000067,"{""type"":""Polygon"",""coordinates"":[[[-42.58082546468071,-19.783216491758488],[-42.579929230392466,-19.7832165037901],[-42.579929230392466,-19.78232025675396],[-42.58082546468071,-19.78232025377624],[-42.58082546468071,-19.783216491758488]]]}"
00000000000000000027,-19.705264996000068,12250,-42.613978993,2.3916,-42.613082993000006,-19.704368996000067,"{""type"":""Polygon"",""coordinates"":[[[-42.61397886323125,-19.705266979215743],[-42.61308260269288,-19.705266977106],[-42.61308260269288,-19.704370673583366],[-42.61397886323125,-19.704370684764132],[-42.61397886323125,-19.705266979215743]]]}"
0000000000000000004c,-19.62104099600007,55472,-42.507354993,3.5698,-42.506458993,-19.620144996000068,"{""type"":""Polygon"",""coordinates"":[[[-42.50735285034878,-19.62103903286813],[-42.50646104224284,-19.621039024026903],[-42.50646104224283,-19.62014717851663],[-42.50735285034878,-19.620147196315152],[-42.50735285034878,-19.62103903286813]]]}"
0000000000000000003b,-19.602224996000068,56907,-42.503770993,7.6639,-42.502874993000006,-19.601328996000067,"{""type"":""Polygon"",""coordinates"":[[[-42.50377219843153,-19.602226077189105],[-42.50287591136246,-19.602226041061932],[-42.50287591136246,-19.601329781165536],[-42.503772198431534,-19.601329826340038],[-42.50377219843153,-19.602226077189105]]]}"
00000000000000000006,-19.733040996000067,28661,-42.573658993,8.9331,-42.572762993000005,-19.732144996000066,"{""type"":""Polygon"",""coordinates"":[[[-42.57365971944205,-19.733042717154593],[-42.57276343649304,-19.73304273220411],[-42.57276343649304,-19.732146436038164],[-42.57365971944205,-19.73214643004571],[-42.57365971944205,-19.733042717154593]]]}"
0000000000000000002d,-19.72408099600007,43575,-42.536922993000005,2.256,-42.53602699300001,-19.723184996000068,"{""type"":""Polygon"",""coordinates"":[[[-42.53692116383107,-19.724079918890112],[-42.53602492203172,-19.72407989654308],[-42.53602492203172,-19.723183623953943],[-42.53692116383107,-19.723183655347277],[-42.53692116383107,-19.724079918890112]]]}"
00000000000000000048,-19.707952996000067,15165,-42.606810993,4.9162,-42.605914993000006,-19.70705699600007,"{""type"":""Polygon"",""coordinates"":[[[-42.606813128468985,-19.707951377334727],[-42.605916818996846,-19.70795132980599],[-42.605916818996846,-19.70705509017987],[-42.606813128468985,-19.70705507398387],[-42.606813128468985,-19.707951377334727]]]}"
00000000000000000014,-19.79128099600007,30182,-42.570074993,1.6487,-42.569178993,-19.790384996000068,"{""type"":""Polygon"",""coordinates"":[[[-42.57007456981215,-19.79128304575289],[-42.56917829990453,-19.79128301911514],[-42.56917829990453,-19.790386782235537],[-42.57007456981215,-19.790386745077313],[-42.57007456981215,-19.79128304575289]]]}"
0000000000000000001f,-19.552048996000067,44839,-42.533338993,6.6886,-42.532442993,-19.551152996000067,"{""type"":""Polygon"",""coordinates"":[[[-42.53334051946033,-19.552047832569553],[-42.53244421612226,-19.5520477951929],[-42.53244421612226,-19.551151501120696],[-42.53334051946033,-19.55115154755812],[-42.53334051946033,-19.552047832569553]]]}"
00000000000000000040,-19.67928099600007,16589,-42.603226993,9.8313,-42.602330993,-19.67838499600007,"{""type"":""Polygon"",""coordinates"":[[[-42.60322802199552,-19.679279345883177],[-42.602331725405,-19.67927932498584],[-42.602331725405,-19.678383074586915],[-42.60322802199553,-19.67838303176602],[-42.60322802199552,-19.679279345883177]]]}"
00000000000000000008,-19.722288996000067,31561,-42.566490993,5.2086,-42.565594993000005,-19.721392996000066,"{""type"":""Polygon"",""coordinates"":[[[-42.56648947237363,-19.7222873614086],[-42.56559321552633,-19.722287391800844],[-42.565593215526334,-19.7213910596885],[-42.566489472373625,-19.721391111182513],[-42.56648947237363,-19.7222873614086]]]}"
00000000000000000017,-19.75275299600007,31595,-42.566490993,10.2942,-42.565594993000005,-19.75185699600007,"{""type"":""Polygon"",""coordinates"":[[[-42.566489472373625,-19.75275191617609],[-42.56559321552633,-19.75275196298263],[-42.56559321552633,-19.751855673422874],[-42.566489472373625,-19.751855635669397],[-42.566489472373625,-19.75275191617609]]]}"
0000000000000000002a,-19.79844899600007,48026,-42.526170993,6.1009,-42.525274993,-19.797552996000068,"{""type"":""Polygon"",""coordinates"":[[[-42.526170260241486,-19.798448847669246],[-42.525273983387684,-19.79844879976512],[-42.525273983387684,-19.79755253320612],[-42.52617026024149,-19.79755251726318],[-42.526170260241486,-19.798448847669246]]]}"
00000000000000000020,-19.654192996000074,34397,-42.559322993,9.1486,-42.558426993000005,-19.65329699600007,"{""type"":""Polygon"",""coordinates"":[[[-42.55932369782789,-19.654192396556187],[-42.55842739243274,-19.654192467362723],[-42.55842739243274,-19.6532961507082],[-42.55932369782789,-19.653296161779032],[-42.55932369782789,-19.654192396556187]]]}"
