"","Date","mata_escura_EVI2","mata_escura_EVI2_fitted","mata_escura_EVI2_trend","Date.1","monte_pascoal_EVI2","monte_pascoal_EVI2_fitted","monte_pascoal_EVI2_trend","Date.2","rio_doce_EVI2","rio_doce_EVI2_fitted","rio_doce_EVI2_trend","Date.3","sooretama_EVI2","sooretama_EVI2_fitted","sooretama_EVI2_trend"
"1",2019-01-01,-999,0.56811478,0.47503333,2019-01-01,0.538,0.54764676,0.51661249,2019-01-01,-999,0.60334956,0.46903135,2019-01-01,0.371,0.57658406,0.50976596
"2",2019-01-06,-999,0.55581435,0.47503078,2019-01-06,0.53,0.54729924,0.51661468,2019-01-06,0.584,0.60321498,0.46904699,2019-01-06,0.55475,0.57665753,0.50975613
"3",2019-01-11,0.6495,0.54922536,0.47502821,2019-01-11,-999,0.5424162,0.51661688,2019-01-11,0.586,0.60057938,0.46906269,2019-01-11,-999,0.55644375,0.50974619
"4",2019-01-16,0.532,0.5613267,0.47502561,2019-01-16,-999,0.54319125,0.51661908,2019-01-16,0.564,0.60160354,0.46907843,2019-01-16,0.598,0.58602127,0.50973614
"5",2019-01-21,0.5155,0.50736068,0.47502298,2019-01-21,0.556,0.55774194,0.51662129,2019-01-21,0.602,0.58377839,0.46909422,2019-01-21,0.5855,0.58273468,0.50972598
"6",2019-01-26,0.4655,0.48066612,0.47502032,2019-01-26,0.567,0.55703532,0.51662351,2019-01-26,0.557,0.55916602,0.46911006,2019-01-26,0.60125,0.5720323,0.5097157
"7",2019-01-31,0.504,0.46802364,0.47501763,2019-01-31,0.549,0.5563707,0.51662573,2019-01-31,0.545,0.56107007,0.46912595,2019-01-31,0.59675,0.56129045,0.50970532
"8",2019-02-05,0.466,0.47592059,0.47501491,2019-02-05,0.551,0.55493181,0.51662797,2019-02-05,-999,0.53648954,0.46914188,2019-02-05,0.532,0.56152738,0.50969481
"9",2019-02-10,0.5,0.49338362,0.47501216,2019-02-10,0.547,0.54758366,0.51663022,2019-02-10,0.505,0.53527212,0.46915786,2019-02-10,0.579,0.52825736,0.50968419
"10",2019-02-15,-999,0.48137738,0.47500937,2019-02-15,0.583,0.54860222,0.51663248,2019-02-15,0.533,0.52828237,0.46917389,2019-02-15,0.46175,0.5135895,0.50967345
"11",2019-02-20,0.515,0.48685994,0.47500654,2019-02-20,0.515,0.55185469,0.51663475,2019-02-20,0.537,0.522162,0.46918996,2019-02-20,-999,0.52128254,0.50966258
"12",2019-02-25,0.481,0.49818839,0.47500367,2019-02-25,0.501,0.52599538,0.51663703,2019-02-25,0.514,0.52420395,0.46920607,2019-02-25,0.53975,0.51659525,0.50965159
"13",2019-03-02,0.5135,0.50302832,0.47500075,2019-03-02,0.498,0.52154268,0.51663932,2019-03-02,0.509,0.51949257,0.46922223,2019-03-02,-999,0.52465466,0.50964047
"14",2019-03-07,0.5085,0.50839307,0.47499778,2019-03-07,-999,0.51910307,0.51664163,2019-03-07,0.532,0.51359112,0.46923844,2019-03-07,0.56,0.563197,0.50962921
"15",2019-03-12,0.4725,0.53495076,0.47499475,2019-03-12,0.591,0.52669694,0.51664396,2019-03-12,0.503,0.51266608,0.46925469,2019-03-12,0.52025,0.57069235,0.50961781
"16",2019-03-17,-999,0.53735831,0.47499167,2019-03-17,0.476,0.53593853,0.51664631,2019-03-17,-999,0.51140761,0.469271,2019-03-17,0.5265,0.572366,0.50960627
"17",2019-03-22,0.509,0.50363028,0.47498852,2019-03-22,-999,0.53465434,0.51664867,2019-03-22,0.464,0.4923151,0.46928735,2019-03-22,-999,0.56319174,0.50959459
"18",2019-03-27,-999,0.49759442,0.47498531,2019-03-27,0.522,0.52619983,0.51665106,2019-03-27,0.521,0.46424277,0.46930375,2019-03-27,-999,0.55875699,0.50958277
"19",2019-04-01,0.4895,0.48991116,0.47498204,2019-04-01,0.592,0.56862363,0.51665348,2019-04-01,0.368,0.43759519,0.46932019,2019-04-01,0.55925,0.54896633,0.5095708
"20",2019-04-06,0.473,0.47315346,0.4749787,2019-04-06,0.563,0.63102424,0.51665592,2019-04-06,0.51,0.4411143,0.46933669,2019-04-06,0.549,0.53547411,0.50955868
"21",2019-04-11,-999,0.48661017,0.47497529,2019-04-11,-999,0.49636293,0.5166584,2019-04-11,0.323,0.47981519,0.46935324,2019-04-11,0.5115,0.52236867,0.50954641
"22",2019-04-16,0.468,0.4972454,0.4749718,2019-04-16,0.631,0.45778852,0.5166609,2019-04-16,0.502,0.5161359,0.46936985,2019-04-16,-999,0.52405484,0.50953399
"23",2019-04-21,0.58,0.49702853,0.47496825,2019-04-21,0.168,0.44691871,0.51666345,2019-04-21,0.534,0.47593274,0.46938651,2019-04-21,0.4905,0.51864691,0.50952143
"24",2019-04-26,0.4815,0.47849615,0.47496462,2019-04-26,0.56,0.43352494,0.51666603,2019-04-26,0.456,0.48867784,0.46940322,2019-04-26,0.5455,0.52054853,0.50950871
"25",2019-05-01,0.238,0.50571958,0.47496091,2019-05-01,0.494,0.4762373,0.51666866,2019-05-01,0.412,0.46222751,0.46942,2019-05-01,-999,0.52990454,0.50949584
"26",2019-05-06,-999,0.51401318,0.47495712,2019-05-06,-999,0.51936286,0.51667133,2019-05-06,-999,0.45189328,0.46943685,2019-05-06,-999,0.52454451,0.50948283
"27",2019-05-11,0.4755,0.4836206,0.47495325,2019-05-11,0.497,0.50055316,0.51667404,2019-05-11,0.442,0.44435887,0.46945377,2019-05-11,0.502,0.52335744,0.50946966
"28",2019-05-16,-999,0.47099669,0.47494929,2019-05-16,-999,0.4507737,0.51667681,2019-05-16,0.45,0.45534639,0.46947076,2019-05-16,-999,0.48694988,0.50945635
"29",2019-05-21,0.4575,0.46474062,0.47494525,2019-05-21,0.504,0.41757002,0.51667963,2019-05-21,0.447,0.44175638,0.46948784,2019-05-21,0.52,0.46319198,0.50944289
"30",2019-05-26,0.4685,0.45830724,0.47494112,2019-05-26,0.477,0.48437266,0.51668251,2019-05-26,-999,0.45291266,0.469505,2019-05-26,-999,0.44625207,0.50942927
"31",2019-05-31,0.461,0.43945039,0.4749369,2019-05-31,0.512,0.50208389,0.51668545,2019-05-31,0.423,0.4407763,0.46952227,2019-05-31,0.3835,0.44977048,0.5094155
"32",2019-06-05,-999,0.44220595,0.4749326,2019-06-05,-999,0.49884249,0.51668846,2019-06-05,0.443,0.41619705,0.46953964,2019-06-05,0.48125,0.43432001,0.50940158
"33",2019-06-10,0.388,0.4478637,0.47492822,2019-06-10,0.532,0.51771877,0.51669153,2019-06-10,0.323,0.34201053,0.46955713,2019-06-10,-999,0.47296281,0.50938749
"34",2019-06-15,0.481,0.46448342,0.47492376,2019-06-15,-999,0.51537982,0.51669466,2019-06-15,-999,0.36025044,0.46957474,2019-06-15,0.4135,0.45537301,0.50937325
"35",2019-06-20,-999,0.46668744,0.47491921,2019-06-20,0.502,0.50492639,0.51669787,2019-06-20,0.325,0.35720319,0.46959248,2019-06-20,0.47,0.45005283,0.50935884
"36",2019-06-25,-999,0.45981381,0.47491459,2019-06-25,0.498,0.49798245,0.51670115,2019-06-25,0.44,0.39995684,0.46961037,2019-06-25,0.46775,0.47581276,0.50934427
"37",2019-06-30,0.4395,0.45704542,0.47490989,2019-06-30,0.436,0.49088768,0.51670449,2019-06-30,-999,0.4108407,0.46962841,2019-06-30,-999,0.47917232,0.50932954
"38",2019-07-05,0.425,0.42663004,0.47490511,2019-07-05,0.494,0.47613772,0.51670791,2019-07-05,0.428,0.39694197,0.46964662,2019-07-05,0.45825,0.47631255,0.50931463
"39",2019-07-10,0.435,0.41486468,0.47490027,2019-07-10,-999,0.48123454,0.5167114,2019-07-10,0.416,0.39948597,0.46966501,2019-07-10,-999,0.46416355,0.50929956
"40",2019-07-15,-999,0.40210204,0.47489537,2019-07-15,0.493,0.46698074,0.51671496,2019-07-15,0.312,0.37725083,0.46968359,2019-07-15,0.47075,0.46225778,0.50928432
"41",2019-07-20,-999,0.41579685,0.47489041,2019-07-20,-999,0.47772083,0.51671861,2019-07-20,0.396,0.38006588,0.46970237,2019-07-20,0.476,0.44615337,0.50926892
"42",2019-07-25,0.423,0.4252825,0.4748854,2019-07-25,0.393,0.4667101,0.51672233,2019-07-25,0.4,0.38137531,0.46972137,2019-07-25,0.4525,0.46678583,0.50925335
"43",2019-07-30,0.437,0.46238722,0.47488035,2019-07-30,0.522,0.47123867,0.51672615,2019-07-30,0.377,0.40301,0.46974061,2019-07-30,0.5035,0.43933823,0.50923761
"44",2019-08-04,-999,0.45231678,0.47487526,2019-08-04,-999,0.48596974,0.51673005,2019-08-04,-999,0.38793144,0.46976009,2019-08-04,0.4435,0.44523423,0.5092217
"45",2019-08-09,0.577,0.46573995,0.47487014,2019-08-09,0.527,0.49063714,0.51673405,2019-08-09,0.393,0.39193135,0.46977984,2019-08-09,0.5,0.34455814,0.50920562
"46",2019-08-14,-999,0.46262652,0.474865,2019-08-14,0.555,0.52519722,0.51673815,2019-08-14,0.396,0.3926058,0.46979987,2019-08-14,-999,0.39423,0.50918936
"47",2019-08-19,-999,0.47332991,0.47485983,2019-08-19,0.489,0.52395142,0.51674236,2019-08-19,-999,0.40296023,0.4698202,2019-08-19,0.463,0.44266108,0.50917293
"48",2019-08-24,-999,0.48157169,0.47485464,2019-08-24,-999,0.51767242,0.51674668,2019-08-24,-999,0.41064372,0.46984085,2019-08-24,-999,0.48145615,0.50915631
"49",2019-08-29,0.4715,0.47918491,0.47484944,2019-08-29,-999,0.5312748,0.51675111,2019-08-29,0.381,0.415777,0.46986185,2019-08-29,0.43475,0.46855743,0.50913951
"50",2019-09-03,-999,0.46779291,0.47484421,2019-09-03,0.57,0.53690904,0.51675567,2019-09-03,0.433,0.41263338,0.46988321,2019-09-03,0.46825,0.47157484,0.50912251
"51",2019-09-08,0.563,0.45961334,0.47483895,2019-09-08,-999,0.53510898,0.51676034,2019-09-08,0.373,0.40623634,0.46990496,2019-09-08,0.518,0.470991,0.50910532
"52",2019-09-13,0.4775,0.45142525,0.47483365,2019-09-13,0.518,0.53400912,0.51676515,2019-09-13,-999,0.41071396,0.46992713,2019-09-13,0.42675,0.47123369,0.50908793
"53",2019-09-18,0.466,0.42431186,0.47482831,2019-09-18,-999,0.54195834,0.51677009,2019-09-18,0.292,0.40720522,0.46994974,2019-09-18,-999,0.4669256,0.50907033
"54",2019-09-23,0.3495,0.39747787,0.4748229,2019-09-23,-999,0.54897893,0.51677517,2019-09-23,-999,0.39517657,0.46997282,2019-09-23,-999,0.45854375,0.50905252
"55",2019-09-28,0.4695,0.40073295,0.47481741,2019-09-28,-999,0.55719311,0.51678039,2019-09-28,-999,0.39073937,0.4699964,2019-09-28,-999,0.45658432,0.50903449
"56",2019-10-03,0.4215,0.40305948,0.47481183,2019-10-03,0.559,0.53979356,0.51678575,2019-10-03,0.401,0.39848343,0.47002053,2019-10-03,0.51425,0.4596436,0.50901625
"57",2019-10-08,0.5145,0.41508551,0.47480614,2019-10-08,0.583,0.53878439,0.51679126,2019-10-08,-999,0.40546322,0.47004522,2019-10-08,-999,0.47214828,0.50899777
"58",2019-10-13,0.422,0.42171639,0.4748003,2019-10-13,0.553,0.49668248,0.51679691,2019-10-13,0.417,0.42634525,0.47007053,2019-10-13,0.4945,0.47823227,0.50897906
"59",2019-10-18,0.391,0.4373435,0.47479431,2019-10-18,0.59,0.48697824,0.51680271,2019-10-18,-999,0.43087678,0.47009649,2019-10-18,0.52525,0.48611409,0.50896009
"60",2019-10-23,-999,0.44135086,0.47478811,2019-10-23,-999,0.47220394,0.51680865,2019-10-23,0.431,0.43443262,0.47012315,2019-10-23,-999,0.49429748,0.50894085
"61",2019-10-28,0.4605,0.45204042,0.47478169,2019-10-28,0.54,0.48315808,0.51681474,2019-10-28,-999,0.4490156,0.47015056,2019-10-28,0.54625,0.52083592,0.50892133
"62",2019-11-02,0.4165,0.46668818,0.474775,2019-11-02,-999,0.48861909,0.51682096,2019-11-02,0.459,0.46311899,0.47017875,2019-11-02,0.5015,0.52265243,0.5089015
"63",2019-11-07,0.411,0.46527692,0.47476803,2019-11-07,0.595,0.50702383,0.51682733,2019-11-07,0.481,0.49037326,0.47020779,2019-11-07,0.533,0.52892323,0.50888135
"64",2019-11-12,0.4015,0.46837455,0.47476073,2019-11-12,0.527,0.52450816,0.51683384,2019-11-12,-999,0.50417917,0.47023773,2019-11-12,-999,0.53979821,0.50886086
"65",2019-11-17,0.4205,0.48012566,0.47475308,2019-11-17,-999,0.51526757,0.51684048,2019-11-17,-999,0.52126096,0.47026863,2019-11-17,-999,0.55159855,0.50883999
"66",2019-11-22,-999,0.48761527,0.47474504,2019-11-22,0.496,0.50826024,0.51684724,2019-11-22,-999,0.53231241,0.47030053,2019-11-22,0.5485,0.55464755,0.50881872
"67",2019-11-27,-999,0.49663055,0.4747366,2019-11-27,-999,0.52018502,0.51685413,2019-11-27,-999,0.54083184,0.47033352,2019-11-27,-999,0.56504528,0.50879704
"68",2019-12-02,0.433,0.50579176,0.47472772,2019-12-02,-999,0.53432564,0.51686113,2019-12-02,-999,0.55062529,0.47036763,2019-12-02,-999,0.56815995,0.5087749
"69",2019-12-07,0.4585,0.54740179,0.47471838,2019-12-07,-999,0.54047941,0.51686823,2019-12-07,-999,0.56800649,0.47040296,2019-12-07,-999,0.57401253,0.5087523
