"","mata_escura","monte_pascoal","rio_doce","sooretama"
"R2",0.301754480262261,0.233362238947536,0.443850655904285,0.570902277431903
"MAPE",9.69961681296275,9.25747889072108,43.0227199447552,7.71525758685712
