"","mata_escura_EVI","monte_pascoal_EVI","rio_doce_EVI","sooretama_EVI"
"R2",0.00643038246631894,0.0250748188710623,0.0396819255054606,0.0175415575550368
"MAPE",41.6158449372717,47.3062977259616,44.388689771479,40.6375676360695
