"","mata_escura_NDVI","monte_pascoal_NDVI","rio_doce_NDVI","sooretama_NDVI"
"R2",0.00544564991129356,0.0203258720968349,0.0240792620859656,0.0116929081092033
"MAPE",39.95805507156,44.3022245667011,101.257410123413,38.6387951100793
