system:time_start,VH_median,fitted
"Jan 4, 2017",-13.427,-13.019
"Jan 16, 2017",-13.206,-13.035
"Jan 28, 2017",-13.021,-13.052
"Feb 9, 2017",-12.862,-13.071
"Feb 21, 2017",-12.696,-13.09
"Mar 5, 2017",-13.339,-13.108
"Mar 17, 2017",-12.864,-13.126
"Mar 29, 2017",-13.156,-13.142
"Apr 10, 2017",-13.159,-13.155
"Apr 22, 2017",-13.82,-13.166
"May 4, 2017",-13.155,-13.174
"May 16, 2017",-13.718,-13.178
"May 28, 2017",-12.659,-13.178
"Jun 9, 2017",-12.861,-13.176
"Jun 21, 2017",-13.387,-13.17
"Jul 3, 2017",-13.201,-13.161
"Jul 15, 2017",-12.862,-13.15
"Jul 27, 2017",-12.864,-13.137
"Aug 8, 2017",-13.335,-13.123
"Aug 20, 2017",-13.34,-13.108
"Sep 1, 2017",-12.984,-13.094
"Sep 13, 2017",-13.19,-13.081
"Sep 25, 2017",-13.203,-13.069
"Oct 7, 2017",-13.03,-13.06
"Oct 19, 2017",-13.251,-13.054
"Oct 31, 2017",-13.207,-13.05
"Nov 12, 2017",-12.862,-13.05
"Nov 24, 2017",-12.739,-13.053
"Dec 6, 2017",-13.07,-13.059
"Dec 18, 2017",-12.547,-13.069
"Dec 30, 2017",-13.249,-13.082
"Jan 11, 2018",-13.031,-13.097
"Jan 23, 2018",-13.428,-13.114
"Feb 4, 2018",-12.66,-13.133
"Feb 16, 2018",-13.334,-13.152
"Feb 28, 2018",-13.199,-13.171
"Mar 12, 2018",-13.03,-13.189
"Mar 24, 2018",-12.992,-13.206
"Apr 5, 2018",-13.069,-13.221
"Apr 17, 2018",-13.029,-13.233
"Apr 29, 2018",-13.073,-13.242
"May 11, 2018",-13.722,-13.248
"May 23, 2018",-12.74,-13.25
"Jun 4, 2018",-12.857,-13.249
"Jun 16, 2018",-12.906,-13.244
"Jun 28, 2018",-12.816,-13.237
"Jul 10, 2018",-13.384,-13.226
"Jul 22, 2018",-12.818,-13.214
"Aug 3, 2018",-13.521,-13.2
"Aug 15, 2018",-13.619,-13.185
"Aug 27, 2018",-13.519,-13.171
"Sep 8, 2018",-13.435,-13.157
"Sep 20, 2018",-13.619,-13.144
"Oct 2, 2018",-13.434,-13.134
"Oct 14, 2018",-13.422,-13.126
"Oct 26, 2018",-12.817,-13.121
"Nov 7, 2018",-12.744,-13.119
"Nov 19, 2018",-12.897,-13.121
"Dec 1, 2018",-13.386,-13.126
"Dec 13, 2018",-13.065,-13.135
"Dec 25, 2018",-13.377,-13.146
"Jan 6, 2019",-13.372,-13.161
"Jan 18, 2019",-13.429,-13.177
"Jan 30, 2019",-13.024,-13.195
"Feb 11, 2019",-13.197,-13.215
"Feb 23, 2019",-13.153,-13.234
"Mar 7, 2019",-13.384,-13.253
"Mar 19, 2019",-13.718,-13.271
"Mar 31, 2019",-13.434,-13.287
"Apr 12, 2019",-13.381,-13.301
"Apr 24, 2019",-13.07,-13.312
"May 6, 2019",-13.024,-13.319
"May 18, 2019",-13.426,-13.323
"May 30, 2019",-12.986,-13.323
"Jun 11, 2019",-13.065,-13.32
"Jun 23, 2019",-13.026,-13.313
"Jul 5, 2019",-13.821,-13.304
"Jul 17, 2019",-13.924,-13.292
"Jul 29, 2019",-13.026,-13.278
"Aug 10, 2019",-13.377,-13.264
"Aug 22, 2019",-13.023,-13.249
"Sep 3, 2019",-13.335,-13.234
"Sep 15, 2019",-13.48,-13.221
"Sep 27, 2019",-13.247,-13.209
"Oct 9, 2019",-13.031,-13.2
"Oct 21, 2019",-13.372,-13.194
"Nov 2, 2019",-12.706,-13.19
"Nov 14, 2019",-13.249,-13.191
"Nov 26, 2019",-13.62,-13.194
"Dec 8, 2019",-12.866,-13.202
"Dec 20, 2019",-13.34,-13.212
"Jan 1, 2020",-13.032,-13.226
"Jan 13, 2020",-13.428,-13.241
"Feb 6, 2020",-13.426,-13.279
"Feb 18, 2020",-13.029,-13.298
"Mar 1, 2020",-13.717,-13.318
"Mar 13, 2020",-12.86,-13.337
"Mar 25, 2020",-13.712,-13.354
"Apr 6, 2020",-13.208,-13.369
"Apr 18, 2020",-13.071,-13.382
"Apr 30, 2020",-13.432,-13.391
"May 12, 2020",-14.023,-13.396
"May 24, 2020",-13.373,-13.398
"Jun 5, 2020",-13.429,-13.396
"Jun 17, 2020",-13.155,-13.391
"Jun 29, 2020",-13.571,-13.382
"Jul 11, 2020",-13.382,-13.371
"Jul 23, 2020",-13.92,-13.358
"Aug 4, 2020",-13.715,-13.344
"Aug 16, 2020",-12.902,-13.329
"Aug 28, 2020",-13.194,-13.314
"Sep 9, 2020",-13.39,-13.299
"Sep 21, 2020",-13.525,-13.287
"Oct 15, 2020",-13.254,-13.268
"Oct 27, 2020",-13.428,-13.264
"Nov 8, 2020",-12.86,-13.262
"Nov 20, 2020",-13.027,-13.265
"Dec 2, 2020",-13.571,-13.27
"Dec 14, 2020",-13.579,-13.28
"Dec 26, 2020",-13.529,-13.292
"Jan 7, 2021",-13.574,-13.307
"Jan 19, 2021",-13.527,-13.324
"Jan 31, 2021",-13.522,-13.344
"Feb 12, 2021",-13.519,-13.364
"Feb 24, 2021",-13.576,-13.384
"Mar 8, 2021",-13.816,-13.403
"Mar 20, 2021",-13.388,-13.422
"Apr 1, 2021",-13.759,-13.438
"Apr 13, 2021",-13.815,-13.452
"Apr 25, 2021",-13.435,-13.463
"May 7, 2021",-13.388,-13.47
"Aug 23, 2021",-13.209,-13.394
"Sep 4, 2021",-13.199,-13.379
"Sep 16, 2021",-13.422,-13.366
"Sep 28, 2021",-13.382,-13.354
"Oct 10, 2021",-12.853,-13.345
"Oct 22, 2021",-13.205,-13.339
"Nov 3, 2021",-13.034,-13.336
"Nov 15, 2021",-13.249,-13.336
"Nov 27, 2021",-13.527,-13.341
"Dec 9, 2021",-12.855,-13.349
"Dec 21, 2021",-12.693,-13.36
