system:time_start,VH_median,fitted
"Jan 4, 2017",-13.768,-13.388
"Jan 16, 2017",-13.778,-13.399
"Jan 28, 2017",-13.879,-13.418
"Feb 9, 2017",-12.399,-13.444
"Feb 21, 2017",-12.704,-13.475
"Mar 5, 2017",-13.771,-13.511
"Mar 17, 2017",-13.619,-13.551
"Mar 29, 2017",-12.775,-13.592
"Apr 10, 2017",-13.626,-13.634
"Apr 22, 2017",-13.97,-13.674
"May 4, 2017",-13.205,-13.711
"May 16, 2017",-13.97,-13.743
"May 28, 2017",-13.243,-13.77
"Jun 9, 2017",-13.762,-13.789
"Jun 21, 2017",-13.918,-13.8
"Jul 3, 2017",-13.876,-13.803
"Jul 15, 2017",-12.869,-13.797
"Jul 27, 2017",-13.885,-13.784
"Aug 8, 2017",-14.033,-13.763
"Aug 20, 2017",-14.198,-13.736
"Sep 1, 2017",-13.765,-13.704
"Sep 13, 2017",-13.025,-13.669
"Sep 25, 2017",-14.201,-13.633
"Oct 7, 2017",-13.978,-13.596
"Oct 19, 2017",-13.974,-13.561
"Oct 31, 2017",-13.469,-13.529
"Nov 12, 2017",-12.545,-13.502
"Nov 24, 2017",-13.448,-13.481
"Dec 6, 2017",-12.7,-13.467
"Dec 18, 2017",-13.769,-13.46
"Dec 30, 2017",-13.976,-13.46
"Jan 11, 2018",-13.571,-13.469
"Jan 23, 2018",-13.973,-13.485
"Feb 4, 2018",-12.389,-13.508
"Feb 16, 2018",-13.427,-13.537
"Feb 28, 2018",-13.82,-13.572
"Mar 12, 2018",-12.785,-13.611
"Mar 24, 2018",-13.205,-13.652
"Apr 5, 2018",-13.77,-13.695
"Apr 17, 2018",-13.333,-13.736
"Apr 29, 2018",-13.968,-13.776
"May 11, 2018",-14.247,-13.811
"May 23, 2018",-13.381,-13.841
"Jun 4, 2018",-13.766,-13.864
"Jun 16, 2018",-13.969,-13.879
"Jun 28, 2018",-13.876,-13.885
"Jul 10, 2018",-13.972,-13.884
"Jul 22, 2018",-13.764,-13.873
"Aug 3, 2018",-14.203,-13.855
"Aug 15, 2018",-14.197,-13.83
"Aug 27, 2018",-14.425,-13.8
"Sep 8, 2018",-14.206,-13.765
"Sep 20, 2018",-14.187,-13.728
"Oct 2, 2018",-13.815,-13.691
"Oct 14, 2018",-14.199,-13.654
"Oct 26, 2018",-13.204,-13.621
"Nov 7, 2018",-12.857,-13.591
"Nov 19, 2018",-13.878,-13.567
"Dec 1, 2018",-13.971,-13.549
"Dec 13, 2018",-13.868,-13.538
"Dec 25, 2018",-13.769,-13.535
"Jan 6, 2019",-13.475,-13.54
"Jan 18, 2019",-14.189,-13.553
"Jan 30, 2019",-13.378,-13.574
"Feb 11, 2019",-13.88,-13.601
"Feb 23, 2019",-14.138,-13.634
"Mar 7, 2019",-13.974,-13.672
"Mar 19, 2019",-13.859,-13.713
"Mar 31, 2019",-14.199,-13.756
"Apr 12, 2019",-13.248,-13.799
"Apr 24, 2019",-14.199,-13.841
"May 6, 2019",-14.318,-13.879
"May 18, 2019",-13.875,-13.912
"May 30, 2019",-14.035,-13.938
"Jun 11, 2019",-13.127,-13.957
"Jun 23, 2019",-14.25,-13.968
"Jul 5, 2019",-14.423,-13.97
"Jul 17, 2019",-14.669,-13.963
"Jul 29, 2019",-14.198,-13.948
"Aug 10, 2019",-13.029,-13.925
"Aug 22, 2019",-13.966,-13.897
"Sep 3, 2019",-13.983,-13.863
"Sep 15, 2019",-14.192,-13.826
"Sep 27, 2019",-14.137,-13.788
"Oct 9, 2019",-14.247,-13.75
"Oct 21, 2019",-13.866,-13.714
"Nov 2, 2019",-13.77,-13.682
"Nov 14, 2019",-13.983,-13.655
"Nov 26, 2019",-13.112,-13.634
"Dec 8, 2019",-12.474,-13.62
"Dec 20, 2019",-13.921,-13.613
"Jan 1, 2020",-14.417,-13.615
"Jan 13, 2020",-13.977,-13.625
"Feb 6, 2020",-14.194,-13.667
"Feb 18, 2020",-14.243,-13.698
"Mar 1, 2020",-14.413,-13.735
"Mar 13, 2020",-13.205,-13.776
"Mar 25, 2020",-13.659,-13.819
"Apr 6, 2020",-13.767,-13.863
"Apr 18, 2020",-13.125,-13.906
"Apr 30, 2020",-14.368,-13.946
"May 12, 2020",-14.252,-13.982
"May 24, 2020",-13.478,-14.013
"Jun 5, 2020",-14.42,-14.035
"Jun 17, 2020",-13.386,-14.05
"Jun 29, 2020",-13.972,-14.056
"Jul 11, 2020",-14.424,-14.053
"Jul 23, 2020",-14.306,-14.041
"Aug 4, 2020",-14.369,-14.021
"Aug 16, 2020",-13.974,-13.995
"Aug 28, 2020",-14.251,-13.962
"Sep 9, 2020",-14.367,-13.926
"Sep 21, 2020",-14.301,-13.888
"Oct 15, 2020",-14.031,-13.811
"Oct 27, 2020",-13.033,-13.776
"Nov 8, 2020",-13.386,-13.746
"Nov 20, 2020",-13.476,-13.722
"Dec 2, 2020",-13.776,-13.704
"Dec 14, 2020",-14.136,-13.694
"Dec 26, 2020",-14.414,-13.692
"Jan 7, 2021",-14.14,-13.699
"Jan 19, 2021",-14.475,-13.713
"Jan 31, 2021",-14.366,-13.735
"Feb 12, 2021",-14.143,-13.764
"Feb 24, 2021",-14.252,-13.799
"Mar 8, 2021",-14.365,-13.839
"Mar 20, 2021",-13.578,-13.882
"Apr 1, 2021",-13.767,-13.927
"Apr 13, 2021",-14.362,-13.972
"Apr 25, 2021",-14.188,-14.014
"May 7, 2021",-13.971,-14.053
"Aug 23, 2021",-13.876,-14.063
"Sep 4, 2021",-13.576,-14.028
"Sep 16, 2021",-13.984,-13.989
"Sep 28, 2021",-13.77,-13.949
"Oct 10, 2021",-13.203,-13.91
"Oct 22, 2021",-13.034,-13.873
"Nov 3, 2021",-12.863,-13.841
"Nov 15, 2021",-13.205,-13.813
"Nov 27, 2021",-14.191,-13.792
"Dec 9, 2021",-12.689,-13.778
"Dec 21, 2021",-13.338,-13.773
