"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",0.578,0.653,0.604,2019-10-13,2020-01-01,2020-03-21,1,0.152,160,365,2020-03-21,445,2020-02-10,405
"2",0.572,0.647,0.598,2020-10-12,2020-12-31,2021-03-21,2,0.152,160,365,2020-03-21,80,2019-08-12,223
"3",0.559,0.641,NA,2021-10-07,2021-12-31,2022-03-26,3,0.152,170,364,2021-03-27,85,2020-08-14,225
