"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",0.842,0.888,0.816,2019-07-15,2019-04-26,2020-01-11,1,0.107,180,115,2019-04-01,90,2018-12-20,353
"2",0.817,0.872,0.812,2020-07-24,2020-04-20,2021-01-25,2,0.107,185,110,2020-04-02,92,2019-12-23,356
"3",0.793,0.855,NA,2021-08-03,2021-04-30,2022-01-25,3,0.107,175,119,2021-03-30,88,2020-12-16,349
