"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",0.51,0.562,0.55,2019-10-28,2020-01-01,2020-03-06,1,0.114,130,365,2020-03-06,430,2020-02-02,397
"2",0.5,0.557,0.542,2020-10-22,2020-12-31,2021-03-11,2,0.114,140,365,2020-03-11,70,2019-08-06,217
"3",0.49,0.552,NA,2021-10-17,2021-12-31,2022-03-16,3,0.114,150,364,2021-03-17,75,2020-08-10,221
