"","season_start_val","peak_val","season_end_val","season_start_date","peak_date","season_end_date","Seas.","Ampl.","length_days","phase_peak","season_half_date","phase_seas","season_ensemble_date","phase_ensemble"
"1",0.812,0.859,0.775,2019-06-08,2019-03-25,2019-11-30,1,0.119,175,83,2019-03-30,88,2019-01-03,2
"2",0.786,0.844,0.772,2020-06-17,2020-03-19,2020-12-14,2,0.119,180,78,2020-03-31,90,2020-01-07,6
"3",0.756,0.828,0.77,2021-07-02,2021-03-19,2021-12-29,3,0.119,180,77,2021-04-01,90,2021-01-07,6
